cusip,description,ytw,price_frac,coupon,maturity,years,outstanding,face,sp_rating,issuer
US931142CH,46 WALMART INC 5.875% 05Apr2027,0.04025,1.012341,0.05875,2027-04-05,0.731006160164271,4792500000.0,1000.0,,Walmart Inc.
US931142EE,96 WALMART INC 3.7% 26Jun2028,0.043083,0.989,0.037,2028-06-26,1.9575633127994525,4792500000.0,1000.0,,Walmart Inc.
US931142BF,98 WALMART INC 7.55% 15Feb2030,0.0442,1.09986,0.0755,2030-02-15,3.597535934291581,4792500000.0,1000.0,,Walmart Inc.
US931142CB,75 WALMART INC 5.25% 01Sep2035,0.0501,1.01205,0.0525,2035-09-01,9.138945927446954,4792500000.0,1000.0,,Walmart Inc.
US931142CK,74 WALMART INC 6.5% 15Aug2037,0.0508,1.099422,0.065,2037-08-15,11.093771389459274,4792500000.0,1000.0,,Walmart Inc.
US931142CM,31 WALMART INC 6.2% 15Apr2038,0.0517,1.072873,0.062,2038-04-15,11.759069130732374,4792500000.0,1000.0,,Walmart Inc.
US931142EB,57 WALMART INC 3.95% 28Jun2038,0.0505,0.895898,0.0395,2038-06-28,11.961670088980151,4792500000.0,1000.0,,Walmart Inc.
US931142CS,01 WALMART INC 5.625% 01Apr2040,0.0531,1.04347,0.05625,2040-04-01,13.722108145106091,4792500000.0,1000.0,,Walmart Inc.
US931142CV,30 WALMART INC 4.875% 08Jul2040,0.0529,0.96152,0.04875,2040-07-08,13.990417522245037,4792500000.0,1000.0,,Walmart Inc.
US931142CY,78 WALMART INC 5% 25Oct2040,0.0516,0.972716,0.05,2040-10-25,14.288843258042437,4792500000.0,1000.0,,Walmart Inc.
US931142DB,66 WALMART INC 5.625% 15Apr2041,0.05325,1.02725,0.05625,2041-04-15,14.759753593429158,4792500000.0,1000.0,,Walmart Inc.
US931142DG,53 WALMART INC 4% 11Apr2043,0.05605,0.81917,0.04,2043-04-11,16.747433264887064,4792500000.0,1000.0,,Walmart Inc.
US931142DW,04 WALMART INC 3.625% 15Dec2047,0.0554,0.74942,0.03625,2047-12-15,21.426420260095824,4792500000.0,1000.0,,Walmart Inc.
US931142EC,31 WALMART INC 4.05% 29Jun2048,0.0566,0.78612,0.0405,2048-06-29,21.965776865160848,4792500000.0,1000.0,,Walmart Inc.
