cusip,description,ytw,price_frac,coupon,maturity,years,outstanding,face,sp_rating,issuer
US713448DY,13 PEPSICO INC 3% 15Oct2027,0.0423,0.98618,0.03,2027-10-15,1.2594113620807665,7128714285.71,1000.0,,PepsiCo Inc
US713448BP,24 PEPSICO INC 5.5% 15Jan2040,0.0546,0.99539,0.055,2040-01-15,13.51129363449692,7128714285.71,1000.0,,PepsiCo Inc
US713448BZ,06 PEPSICO INC 4% 05Mar2042,0.0576,0.81733,0.04,2042-03-05,15.646817248459959,7128714285.71,1000.0,,PepsiCo Inc
US713448CC,02 PEPSICO INC 3.6% 13Aug2042,0.0574,0.77565,0.036,2042-08-13,16.087611225188226,7128714285.71,1000.0,,PepsiCo Inc
US713448CQ,97 PEPSICO INC 4.25% 22Oct2044,0.057548,0.83032,0.0425,2044-10-22,18.28062970568104,7128714285.71,1000.0,,PepsiCo Inc
US713448DD,75 PEPSICO INC 4.45% 14Apr2046,0.0583,0.838821,0.0445,2046-04-14,19.756331279945243,7128714285.71,1000.0,,PepsiCo Inc
US713448DP,06 PEPSICO INC 3.45% 06Oct2046,0.05905,0.710234,0.0345,2046-10-06,20.23545516769336,7128714285.71,1000.0,,PepsiCo Inc
