,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1973-06,2.054,4.013,0.733,6.8,6.192,12.992,PEP
1973-07,2.148,3.956,0.42,6.524,6.233,12.757,PEP
1973-08,1.717,4.079,0.431,6.227,6.419,12.647,PEP
1973-09,1.939,3.971,0.478,6.388,6.479,12.867,PEP
1973-10,1.66,4.051,0.648,6.359,6.572,12.931,PEP
1973-11,1.664,4.242,1.377,7.283,6.665,13.947,PEP
1973-12,1.461,4.377,1.474,7.312,6.756,14.068,PEP
1974-01,1.217,4.397,1.618,7.232,6.865,14.097,PEP
1974-02,1.124,4.407,0.968,6.499,6.971,13.47,PEP
1974-03,1.198,4.394,1.145,6.737,7.055,13.792,PEP
1974-04,1.235,4.413,1.048,6.696,7.085,13.781,PEP
1974-05,1.446,4.382,1.095,6.923,7.183,14.106,PEP
1974-06,1.685,4.304,1.58,7.569,7.242,14.811,PEP
1974-07,1.282,4.862,1.933,8.077,7.337,15.414,PEP
1974-08,1.868,4.737,1.739,8.344,7.333,15.677,PEP
1974-09,1.706,5.054,1.442,8.202,7.46,15.662,PEP
1974-10,1.198,5.234,1.137,7.569,7.509,15.078,PEP
1974-11,1.494,5.16,1.38,8.034,7.554,15.587,PEP
1974-12,1.659,5.051,1.573,8.283,7.593,15.876,PEP
1975-01,1.475,5.244,1.517,8.236,7.577,15.813,PEP
1975-02,1.509,5.488,1.79,8.787,7.555,16.343,PEP
1975-03,1.587,5.516,2.187,9.29,7.501,16.792,PEP
1975-04,1.639,5.507,2.185,9.331,7.514,16.846,PEP
1975-05,1.585,5.634,2.015,9.234,7.472,16.706,PEP
1975-06,1.676,5.628,1.804,9.108,7.478,16.586,PEP
1975-07,1.881,5.57,2.043,9.494,7.512,17.006,PEP
1975-08,2.042,5.576,2.034,9.652,7.436,17.088,PEP
1975-09,2.177,5.542,1.903,9.622,7.392,17.013,PEP
1975-10,2.16,5.613,2.042,9.815,7.363,17.179,PEP
1975-11,2.398,5.482,1.878,9.758,7.365,17.124,PEP
1975-12,2.458,5.447,1.563,9.468,7.339,16.806,PEP
1976-01,2.473,5.653,1.971,10.097,7.329,17.426,PEP
1976-02,2.572,5.651,2.042,10.265,7.304,17.568,PEP
1976-03,2.489,5.68,1.78,9.949,7.296,17.245,PEP
1976-04,2.373,5.716,1.25,9.339,7.303,16.642,PEP
1976-05,2.396,5.694,1.072,9.162,7.325,16.487,PEP
1976-06,2.406,5.681,1.201,9.288,7.318,16.606,PEP
1976-07,2.395,5.691,1.636,9.722,7.284,17.006,PEP
1976-08,2.478,5.647,1.845,9.97,7.325,17.295,PEP
1976-09,2.544,5.631,1.58,9.755,7.325,17.08,PEP
1976-10,2.415,5.664,1.053,9.132,7.339,16.471,PEP
1976-11,2.489,5.525,0.796,8.81,7.315,16.125,PEP
1976-12,2.326,5.475,1.352,9.153,7.334,16.488,PEP
1977-01,2.23,5.498,1.26,8.988,7.383,16.371,PEP
1977-02,2.11,5.524,1.576,9.21,7.462,16.672,PEP
1977-03,2.051,5.511,1.115,8.677,7.531,16.208,PEP
1977-04,2.077,5.446,1.172,8.695,7.6,16.295,PEP
1977-05,2.275,5.348,0.772,8.395,7.613,16.008,PEP
1977-06,2.268,5.349,1.111,8.728,7.654,16.383,PEP
1977-07,2.377,4.905,1.541,8.823,7.681,16.505,PEP
1977-08,2.389,4.837,1.961,9.187,7.695,16.883,PEP
1977-09,2.368,4.429,1.686,8.483,7.723,16.206,PEP
1977-10,2.486,4.413,1.639,8.538,7.737,16.275,PEP
1977-11,2.521,4.382,1.269,8.172,7.793,15.965,PEP
1977-12,2.435,4.227,1.563,8.225,7.822,16.047,PEP
1978-01,2.324,4.157,1.359,7.84,7.863,15.703,PEP
1978-02,2.491,3.825,1.137,7.453,7.864,15.317,PEP
1978-03,2.643,3.74,1.001,7.384,7.906,15.29,PEP
1978-04,2.707,3.733,0.969,7.409,7.934,15.343,PEP
1978-05,2.658,3.732,1.21,7.6,8.004,15.604,PEP
1978-06,2.722,3.711,0.913,7.346,8.074,15.419,PEP
1978-07,2.583,3.752,1.067,7.402,8.133,15.535,PEP
1978-08,2.569,3.754,0.778,7.101,8.179,15.28,PEP
1978-09,2.569,3.751,1.332,7.652,8.252,15.904,PEP
1978-10,2.582,3.747,1.396,7.725,8.338,16.063,PEP
1978-11,2.633,3.733,1.573,7.939,8.372,16.312,PEP
1978-12,2.806,3.681,1.165,7.652,8.418,16.07,PEP
1979-01,2.619,3.735,1.371,7.725,8.472,16.197,PEP
1979-02,2.607,3.737,1.243,7.587,8.551,16.138,PEP
1979-03,2.536,3.758,1.152,7.446,8.602,16.048,PEP
1979-04,2.326,3.819,1.007,7.152,8.664,15.816,PEP
1979-05,2.4,3.792,0.925,7.117,8.723,15.84,PEP
1979-06,2.311,3.817,1.195,7.323,8.753,16.076,PEP
1979-07,2.281,3.824,0.878,6.983,8.807,15.79,PEP
1979-08,2.313,3.812,0.864,6.989,8.873,15.861,PEP
1979-09,2.369,3.794,0.569,6.732,8.921,15.654,PEP
1979-10,2.575,3.899,0.931,7.405,8.931,16.336,PEP
1979-11,2.513,3.859,1.022,7.394,8.986,16.38,PEP
1979-12,2.459,3.948,1.211,7.618,9.05,16.667,PEP
1980-01,2.466,3.957,1.209,7.632,9.104,16.736,PEP
1980-02,2.433,3.816,1.938,8.187,9.128,17.315,PEP
1980-03,2.938,4.116,2.86,9.914,9.169,19.083,PEP
1980-04,2.261,4.775,2.674,9.71,9.16,18.87,PEP
1980-05,1.851,4.804,2.441,9.096,9.124,18.22,PEP
1980-06,3.25,4.754,1.762,9.766,9.105,18.871,PEP
1980-07,2.758,4.203,2.129,9.09,8.986,18.075,PEP
1980-08,3.075,4.132,1.949,9.156,8.937,18.093,PEP
1980-09,2.551,4.301,1.928,8.78,8.883,17.663,PEP
1980-10,2.564,4.541,1.572,8.677,8.86,17.537,PEP
1980-11,2.84,4.29,1.972,9.102,8.813,17.915,PEP
1980-12,2.91,4.549,2.441,9.9,8.763,18.663,PEP
1981-01,3.106,4.839,3.094,11.039,8.664,19.703,PEP
1981-02,3.18,4.638,2.832,10.65,8.582,19.231,PEP
1981-03,3.218,4.627,2.153,9.998,8.454,18.452,PEP
1981-04,3.558,4.297,1.535,9.39,8.355,17.745,PEP
1981-05,3.721,4.246,1.557,9.524,8.276,17.799,PEP
