field,value
long_name,ExxonMobil Holdings Corporation
sector,Energy
industry,Oil & Gas Integrated
country,United States
exchange,NYQ
currency,USD
market_cap,650915675816.5594
week52_high,176.41000366210938
week52_low,110.38999938964844
employees,57900
fetched_utc,2026-09-22T04:52:52Z
