tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.5776,0.6002,BBB,1.0,2.5776
2.0,2.6672,0.6002,BBB,1.0,2.6672
3.0,2.8738,0.7166,BBB,1.0,2.8738
4.0,3.087,0.833,BBB,1.0,3.087
5.0,3.2896,0.9249,BBB,1.0,3.2896
6.0,3.5111,1.0167,BBB,1.0,3.5111
7.0,3.7271,1.0853,BBB,1.0,3.7271
8.0,3.9542,1.1539,BBB,1.0,3.9542
9.0,4.1524,1.1913,BBB,1.0,4.1524
10.0,4.3119,1.1974,BBB,1.0,4.3119
11.0,4.456,1.2036,BBB,1.0,4.456
12.0,4.5787,1.2097,BBB,1.0,4.5787
13.0,4.6756,1.2144,BBB,1.0,4.6756
14.0,4.7459,1.2176,BBB,1.0,4.7459
15.0,4.7927,1.2209,BBB,1.0,4.7927
16.0,4.8195,1.2242,BBB,1.0,4.8195
17.0,4.8309,1.2274,BBB,1.0,4.8309
18.0,4.8328,1.2307,BBB,1.0,4.8328
19.0,4.8305,1.234,BBB,1.0,4.8305
20.0,4.8287,1.2372,BBB,1.0,4.8287
21.0,4.8266,1.2372,BBB,1.0,4.8266
22.0,4.8267,1.2372,BBB,1.0,4.8267
23.0,4.8293,1.2372,BBB,1.0,4.8293
24.0,4.8349,1.2372,BBB,1.0,4.8349
25.0,4.8439,1.2372,BBB,1.0,4.8439
26.0,4.8568,1.2372,BBB,1.0,4.8568
27.0,4.8741,1.2372,BBB,1.0,4.8741
28.0,4.8964,1.2372,BBB,1.0,4.8964
29.0,4.9237,1.2372,BBB,1.0,4.9237
30.0,4.9556,1.2372,BBB,1.0,4.9556
