field,value
long_name,NVIDIA Corporation
sector,Technology
industry,Semiconductors
country,United States
exchange,NMS
currency,USD
market_cap,5413153798690.796
week52_high,236.5399932861328
week52_low,164.27000427246094
employees,42000
fetched_utc,2026-09-09T14:14:24Z
