tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.7014,0.6049,BBB,1.0,2.7014
2.0,2.7347,0.6049,BBB,1.0,2.7347
3.0,2.8859,0.7222,BBB,1.0,2.8859
4.0,3.0489,0.8395,BBB,1.0,3.0489
5.0,3.2064,0.9259,BBB,1.0,3.2064
6.0,3.3997,1.0123,BBB,1.0,3.3997
7.0,3.6223,1.0914,BBB,1.0,3.6223
8.0,3.8728,1.1704,BBB,1.0,3.8728
9.0,4.0968,1.2099,BBB,1.0,4.0968
10.0,4.278,1.2099,BBB,1.0,4.278
11.0,4.4422,1.2099,BBB,1.0,4.4422
12.0,4.5792,1.2099,BBB,1.0,4.5792
13.0,4.688,1.2148,BBB,1.0,4.688
14.0,4.7675,1.2247,BBB,1.0,4.7675
15.0,4.8145,1.2346,BBB,1.0,4.8145
16.0,4.8331,1.2444,BBB,1.0,4.8331
17.0,4.829,1.2543,BBB,1.0,4.829
18.0,4.8078,1.2642,BBB,1.0,4.8078
19.0,4.7748,1.2741,BBB,1.0,4.7748
20.0,4.7345,1.284,BBB,1.0,4.7345
21.0,4.6794,1.284,BBB,1.0,4.6794
22.0,4.6203,1.284,BBB,1.0,4.6203
23.0,4.5588,1.284,BBB,1.0,4.5588
24.0,4.4969,1.284,BBB,1.0,4.4969
25.0,4.4372,1.284,BBB,1.0,4.4372
26.0,4.3825,1.284,BBB,1.0,4.3825
27.0,4.3357,1.284,BBB,1.0,4.3357
28.0,4.2995,1.284,BBB,1.0,4.2995
29.0,4.2756,1.284,BBB,1.0,4.2756
30.0,4.2639,1.284,BBB,1.0,4.2639
