tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.4174,0.1293,BBB,0.2206,2.8741
2.0,2.517,0.1293,BBB,0.2206,2.9737
3.0,2.6323,0.1508,BBB,0.2206,3.1651
4.0,2.7408,0.1723,BBB,0.2206,3.3498
5.0,2.8441,0.1925,BBB,0.2206,3.5245
6.0,2.9482,0.2127,BBB,0.2206,3.6999
7.0,3.0559,0.2289,BBB,0.2206,3.8647
8.0,3.1748,0.245,BBB,0.2206,4.0407
9.0,3.2964,0.2541,BBB,0.2206,4.1944
10.0,3.4166,0.2561,BBB,0.2206,4.3218
11.0,3.5363,0.2582,BBB,0.2206,4.4485
12.0,3.6472,0.2602,BBB,0.2206,4.5666
13.0,3.7417,0.2612,BBB,0.2206,4.6647
14.0,3.8152,0.2612,BBB,0.2206,4.7382
15.0,3.8658,0.2612,BBB,0.2206,4.7888
16.0,3.8923,0.2612,BBB,0.2206,4.8153
17.0,3.8951,0.2612,BBB,0.2206,4.8181
18.0,3.8755,0.2612,BBB,0.2206,4.7985
19.0,3.8356,0.2612,BBB,0.2206,4.7586
20.0,3.7786,0.2612,BBB,0.2206,4.7016
21.0,3.7072,0.2612,BBB,0.2206,4.6302
22.0,3.6256,0.2612,BBB,0.2206,4.5486
23.0,3.5369,0.2612,BBB,0.2206,4.4599
24.0,3.445,0.2612,BBB,0.2206,4.368
25.0,3.354,0.2612,BBB,0.2206,4.277
26.0,3.2684,0.2612,BBB,0.2206,4.1914
27.0,3.1927,0.2612,BBB,0.2206,4.1157
28.0,3.1303,0.2612,BBB,0.2206,4.0533
29.0,3.0834,0.2612,BBB,0.2206,4.0064
30.0,3.0514,0.2612,BBB,0.2206,3.9744
