field,value
ticker,MSFT
price,484.30999755859375
market_equity,3596265918617.437
nfo,50836000000.0
L,0.01393873852016485
lambda0,0.014135773368934741
equity_vol,0.3288717626190185
sigma_V,0.3242877051132063
avg_correlation,0.35
market_value_of_debt,110273000310.55136
portfolio_ytm,0.05583111534687002
wavg_mod_duration,10.509351647381008
wavg_coupon,0.041403354839086484
wavg_years,16.643006489893263
rating,BBB
offset,0.4537328307168984
mvd_basis,book-scaled
