tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,1.777,2.5091,-0.0625,0.1212,2.5678,4.3448
2.0,1.8833,2.3822,-0.0625,0.1714,2.4911,4.3744
3.0,1.9832,2.2658,-0.0892,0.2099,2.3866,4.3698
4.0,2.0818,2.1591,-0.1158,0.2424,2.2857,4.3675
5.0,2.1902,2.0612,-0.1326,0.271,2.1996,4.3898
6.0,2.3189,1.9715,-0.1495,0.2969,2.1189,4.4378
7.0,2.4693,1.8892,-0.1664,0.3207,2.0435,4.5128
8.0,2.6356,1.8137,-0.1831,0.3428,1.9734,4.609
9.0,2.8088,1.7445,-0.1913,0.3636,1.9168,4.7256
10.0,2.9779,1.6811,-0.1905,0.3833,1.8739,4.8518
11.0,3.1327,1.6229,-0.19,0.402,1.8349,4.9676
12.0,3.2663,1.5695,-0.189,0.4199,1.8004,5.0667
13.0,3.374,1.5206,-0.1898,0.437,1.7679,5.1419
14.0,3.4534,1.4757,-0.1916,0.4535,1.7377,5.1911
15.0,3.5043,1.4346,-0.1936,0.4695,1.7105,5.2148
16.0,3.528,1.3969,-0.1952,0.4848,1.6865,5.2145
17.0,3.5271,1.3623,-0.1972,0.4998,1.6649,5.192
18.0,3.5052,1.3305,-0.1992,0.5143,1.6456,5.1508
19.0,3.466,1.3014,-0.2009,0.5284,1.6289,5.0949
20.0,3.4135,1.2748,-0.2028,0.5421,1.614,5.0275
21.0,3.3513,1.2503,-0.2028,0.5555,1.6029,4.9542
22.0,3.2827,1.2279,-0.2028,0.5685,1.5936,4.8763
23.0,3.2106,1.2073,-0.2028,0.5813,1.5858,4.7964
24.0,3.1379,1.1884,-0.2028,0.5938,1.5794,4.7173
25.0,3.0678,1.1711,-0.2028,0.6061,1.5743,4.6421
26.0,3.0039,1.1553,-0.2028,0.6181,1.5705,4.5744
27.0,2.9495,1.1407,-0.2028,0.6298,1.5677,4.5172
28.0,2.9076,1.1274,-0.2028,0.6414,1.5659,4.4735
29.0,2.8799,1.1152,-0.2028,0.6527,1.5651,4.445
30.0,2.8658,1.1039,-0.2028,0.6639,1.565,4.4308
