field,value
ticker,AMCR
price,45.150001525878906
market_equity,20874908608.983536
nfo,13760000000.0
L,0.39728703070493904
lambda0,0.6591645624775752
market_value_of_debt,14864000000.0
rating,BBB
offset,1.0
mvd_basis,book-par
