,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1982-09,3.158,5.295,4.851,13.304,6.47,19.774,HD
1982-10,3.137,5.214,4.066,12.417,6.375,18.792,HD
1982-11,3.209,5.223,4.656,13.088,6.23,19.318,HD
1982-12,3.581,4.912,4.587,13.08,6.066,19.146,HD
1983-01,3.445,4.752,5.115,13.312,5.957,19.269,HD
1983-02,3.705,4.606,4.224,12.535,5.845,18.381,HD
1983-03,3.65,4.48,3.721,11.851,5.765,17.616,HD
1983-04,3.354,4.38,3.665,11.399,5.702,17.101,HD
1983-05,3.59,4.297,4.033,11.92,5.592,17.512,HD
1983-06,3.746,4.228,4.588,12.562,5.432,17.994,HD
1983-07,3.257,4.293,4.331,11.881,5.342,17.223,HD
1983-08,3.279,4.302,3.445,11.026,5.274,16.3,HD
1983-09,3.166,4.339,2.734,10.239,5.225,15.465,HD
1983-10,3.158,4.33,4.071,11.559,5.159,16.718,HD
1983-11,3.158,4.31,4.511,11.979,5.127,17.106,HD
1983-12,3.192,4.278,4.574,12.044,5.104,17.148,HD
1984-01,3.227,4.261,4.683,12.171,5.073,17.244,HD
1984-02,3.151,4.332,4.582,12.065,5.043,17.108,HD
1984-03,3.162,4.305,4.363,11.83,4.999,16.829,HD
1984-04,3.201,4.292,3.421,10.914,4.925,15.839,HD
1984-05,3.439,4.201,3.511,11.151,4.844,15.994,HD
1984-06,3.464,4.213,3.748,11.425,4.79,16.215,HD
1984-07,3.41,4.299,3.22,10.929,4.74,15.669,HD
1984-08,3.615,4.348,5.427,13.39,4.7,18.09,HD
1984-09,3.606,4.278,5.237,13.121,4.654,17.776,HD
1984-10,3.433,4.066,5.019,12.518,4.612,17.13,HD
1984-11,3.433,4.052,3.001,10.486,4.557,15.043,HD
1984-12,3.272,4.103,3.481,10.856,4.512,15.367,HD
1985-01,3.685,3.892,3.755,11.332,4.443,15.775,HD
1985-02,3.774,3.875,3.966,11.615,4.407,16.021,HD
1985-03,3.592,3.896,3.986,11.474,4.388,15.862,HD
1985-04,3.598,3.863,3.533,10.994,4.355,15.349,HD
1985-05,3.748,4.012,3.325,11.085,4.333,15.418,HD
1985-06,3.863,4.041,4.028,11.932,4.304,16.236,HD
1985-07,3.987,4.041,3.844,11.872,4.26,16.133,HD
1985-08,3.802,4.03,3.681,11.513,4.218,15.73,HD
1985-09,3.68,3.989,2.761,10.43,4.176,14.606,HD
1985-10,3.669,3.918,2.879,10.466,4.157,14.623,HD
1985-11,3.286,4.018,2.309,9.613,4.154,13.767,HD
1985-12,3.361,3.997,2.603,9.961,4.152,14.113,HD
1986-01,3.155,3.966,2.206,9.327,4.135,13.462,HD
1986-02,3.087,4.016,2.614,9.717,4.054,13.771,HD
1986-03,3.061,4.075,2.385,9.521,3.967,13.488,HD
1986-04,3.196,3.974,2.731,9.901,3.895,13.795,HD
1986-05,3.152,3.773,3.007,9.932,3.868,13.8,HD
1986-06,3.101,3.783,2.619,9.503,3.871,13.374,HD
1986-07,3.107,3.852,3.632,10.591,3.843,14.434,HD
1986-08,2.948,4.031,3.445,10.424,3.831,14.255,HD
1986-09,2.84,3.881,3.66,10.381,3.834,14.216,HD
1986-10,2.808,3.95,2.768,9.526,3.806,13.332,HD
1986-11,2.878,3.959,2.251,9.088,3.786,12.874,HD
1986-12,2.895,4.049,1.774,8.718,3.77,12.487,HD
1987-01,2.829,3.928,2.192,8.949,3.797,12.745,HD
1987-02,2.857,3.837,2.166,8.86,3.847,12.707,HD
1987-03,2.9,3.816,2.952,9.668,3.921,13.589,HD
1987-04,2.724,3.809,2.527,9.06,3.983,13.043,HD
1987-05,2.84,3.776,2.962,9.578,3.995,13.572,HD
1987-06,2.764,3.857,2.373,8.994,3.985,12.979,HD
1987-07,2.861,3.875,2.319,9.055,4.012,13.066,HD
1987-08,2.824,3.963,1.461,8.248,4.045,12.292,HD
1987-09,2.879,3.896,1.755,8.53,4.055,12.585,HD
1987-10,3.068,4.25,1.576,8.894,4.074,12.968,HD
1987-11,2.908,4.732,2.418,10.058,4.078,14.137,HD
1987-12,2.614,4.84,2.313,9.767,4.075,13.842,HD
1988-01,2.59,4.879,2.214,9.683,4.05,13.733,HD
1988-02,2.526,4.901,2.635,10.062,4.046,14.108,HD
1988-03,2.632,4.895,2.616,10.143,4.048,14.192,HD
1988-04,2.629,4.91,2.933,10.472,4.051,14.522,HD
1988-05,2.864,4.854,2.169,9.887,4.054,13.941,HD
1988-06,2.868,5.002,2.479,10.349,4.064,14.412,HD
1988-07,2.709,5.061,2.349,10.119,4.08,14.199,HD
1988-08,2.97,4.974,2.864,10.808,4.076,14.885,HD
1988-09,2.959,4.991,2.467,10.417,4.092,14.51,HD
1988-10,2.977,5.051,2.588,10.616,4.102,14.718,HD
1988-11,3.103,4.943,2.37,10.416,4.106,14.522,HD
1988-12,3.183,4.909,2.237,10.329,4.123,14.452,HD
1989-01,3.347,4.918,2.593,10.858,4.145,15.003,HD
1989-02,3.408,4.885,2.879,11.172,4.161,15.333,HD
1989-03,3.419,4.784,2.698,10.901,4.175,15.076,HD
1989-04,3.3,4.82,2.419,10.539,4.187,14.726,HD
1989-05,3.278,4.905,1.807,9.99,4.206,14.196,HD
1989-06,3.245,4.977,1.714,9.936,4.191,14.127,HD
1989-07,3.241,5.018,2.076,10.335,4.175,14.51,HD
1989-08,3.32,5.083,2.532,10.935,4.153,15.088,HD
1989-09,3.389,5.047,2.313,10.749,4.123,14.872,HD
1989-10,3.31,5.075,1.771,10.156,4.131,14.287,HD
1989-11,3.274,5.044,1.463,9.781,4.14,13.921,HD
1989-12,3.315,5.054,1.58,9.949,4.135,14.084,HD
1990-01,3.22,4.991,1.792,10.003,4.173,14.175,HD
1990-02,3.131,4.899,2.036,10.066,4.172,14.238,HD
1990-03,3.271,4.831,2.625,10.727,4.163,14.89,HD
1990-04,3.247,4.775,2.656,10.678,4.117,14.794,HD
1990-05,3.101,4.837,2.953,10.891,4.082,14.973,HD
1990-06,3.046,4.813,2.585,10.444,4.097,14.541,HD
1990-07,2.959,4.789,2.884,10.632,4.1,14.732,HD
1990-08,2.752,4.837,3.024,10.613,4.149,14.763,HD
1990-09,2.628,4.833,3.02,10.481,4.179,14.66,HD
1990-10,2.488,4.381,2.619,9.488,4.176,13.663,HD
1990-11,2.555,3.855,2.579,8.989,4.159,13.148,HD
1990-12,2.313,3.915,2.678,8.906,4.129,13.035,HD
1991-01,2.247,3.944,2.747,8.938,4.076,13.013,HD
1991-02,2.302,4.161,2.007,8.47,4.029,12.499,HD
1991-03,2.45,4.146,1.998,8.594,3.976,12.57,HD
