tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.8222,0.5724,BBB,1.0,2.8222
2.0,2.9265,0.5724,BBB,1.0,2.9265
3.0,3.1356,0.6821,BBB,1.0,3.1356
4.0,3.3398,0.7917,BBB,1.0,3.3398
5.0,3.5244,0.883,BBB,1.0,3.5244
6.0,3.7121,0.9744,BBB,1.0,3.7121
7.0,3.888,1.0474,BBB,1.0,3.888
8.0,4.0717,1.1205,BBB,1.0,4.0717
9.0,4.2291,1.1616,BBB,1.0,4.2291
10.0,4.3562,1.1708,BBB,1.0,4.3562
11.0,4.4796,1.1799,BBB,1.0,4.4796
12.0,4.5928,1.189,BBB,1.0,4.5928
13.0,4.6857,1.1936,BBB,1.0,4.6857
14.0,4.7543,1.1936,BBB,1.0,4.7543
15.0,4.8009,1.1936,BBB,1.0,4.8009
16.0,4.8245,1.1936,BBB,1.0,4.8245
17.0,4.8251,1.1936,BBB,1.0,4.8251
18.0,4.8038,1.1936,BBB,1.0,4.8038
19.0,4.7625,1.1936,BBB,1.0,4.7625
20.0,4.704,1.1936,BBB,1.0,4.704
21.0,4.6311,1.1936,BBB,1.0,4.6311
22.0,4.548,1.1936,BBB,1.0,4.548
23.0,4.4578,1.1936,BBB,1.0,4.4578
24.0,4.3645,1.1936,BBB,1.0,4.3645
25.0,4.2722,1.1936,BBB,1.0,4.2722
26.0,4.1854,1.1936,BBB,1.0,4.1854
27.0,4.1085,1.1936,BBB,1.0,4.1085
28.0,4.045,1.1936,BBB,1.0,4.045
29.0,3.997,1.1936,BBB,1.0,3.997
30.0,3.964,1.1936,BBB,1.0,3.964
