tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.3517,0.3443,BBB,0.5678,2.6138
2.0,2.3991,0.3443,BBB,0.5678,2.6612
3.0,2.5178,0.4146,BBB,0.5678,2.8333
4.0,2.6497,0.4849,BBB,0.5678,3.0187
5.0,2.785,0.5305,BBB,0.5678,3.1888
6.0,2.9597,0.5762,BBB,0.5678,3.3982
7.0,3.1703,0.6212,BBB,0.5678,3.643
8.0,3.4057,0.6661,BBB,0.5678,3.9127
9.0,3.6268,0.6869,BBB,0.5678,4.1496
10.0,3.8172,0.6834,BBB,0.5678,4.3373
11.0,3.9882,0.6799,BBB,0.5678,4.5056
12.0,4.1309,0.6764,BBB,0.5678,4.6456
13.0,4.2454,0.6779,BBB,0.5678,4.7613
14.0,4.3302,0.6844,BBB,0.5678,4.8511
15.0,4.3819,0.691,BBB,0.5678,4.9078
16.0,4.4032,0.6975,BBB,0.5678,4.9341
17.0,4.3987,0.7041,BBB,0.5678,4.9346
18.0,4.3732,0.7107,BBB,0.5678,4.914
19.0,4.3315,0.7172,BBB,0.5678,4.8774
20.0,4.2785,0.7238,BBB,0.5678,4.8293
21.0,4.2115,0.7238,BBB,0.5678,4.7623
22.0,4.1405,0.7238,BBB,0.5678,4.6913
23.0,4.0685,0.7238,BBB,0.5678,4.6193
24.0,3.998,0.7238,BBB,0.5678,4.5488
25.0,3.9317,0.7238,BBB,0.5678,4.4825
26.0,3.8723,0.7238,BBB,0.5678,4.4231
27.0,3.8227,0.7238,BBB,0.5678,4.3735
28.0,3.7849,0.7238,BBB,0.5678,4.3357
29.0,3.7602,0.7238,BBB,0.5678,4.311
30.0,3.748,0.7238,BBB,0.5678,4.2988
