tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.017929,0.025864,-0.000652,0.001265,0.026477,0.044406
2.0,0.019011,0.024566,-0.000652,0.001789,0.025704,0.044715
3.0,0.02003,0.023376,-0.00093,0.002191,0.024637,0.044667
4.0,0.021036,0.022285,-0.001208,0.002529,0.023606,0.044643
5.0,0.022144,0.021287,-0.001383,0.002828,0.022733,0.044876
6.0,0.02346,0.020378,-0.001559,0.003099,0.021918,0.045378
7.0,0.025,0.019548,-0.001737,0.00335,0.021161,0.046162
8.0,0.026706,0.018791,-0.001913,0.003584,0.020462,0.047169
9.0,0.028486,0.018099,-0.002,0.003805,0.019904,0.048391
10.0,0.030227,0.017466,-0.001994,0.004016,0.019487,0.049714
11.0,0.031823,0.016882,-0.001991,0.004216,0.019108,0.050931
12.0,0.033202,0.016344,-0.001982,0.004408,0.01877,0.051972
13.0,0.034316,0.015848,-0.001991,0.004591,0.018448,0.052764
14.0,0.035137,0.015389,-0.002011,0.004766,0.018144,0.053282
15.0,0.035664,0.014965,-0.002032,0.004934,0.017867,0.053532
16.0,0.03591,0.014572,-0.002049,0.005096,0.017619,0.053529
17.0,0.0359,0.014209,-0.002069,0.005251,0.017391,0.053291
18.0,0.035674,0.013872,-0.002088,0.005401,0.017184,0.052857
19.0,0.035268,0.013561,-0.002105,0.005545,0.017001,0.052269
20.0,0.034724,0.013275,-0.002124,0.005685,0.016836,0.051561
21.0,0.034081,0.01301,-0.002122,0.005821,0.016709,0.05079
22.0,0.033372,0.012767,-0.00212,0.005953,0.0166,0.049971
23.0,0.032627,0.012542,-0.002118,0.006081,0.016506,0.049133
24.0,0.031877,0.012336,-0.002116,0.006207,0.016427,0.048303
25.0,0.031153,0.012147,-0.002114,0.006329,0.016362,0.047515
26.0,0.030495,0.011974,-0.002112,0.00645,0.016312,0.046807
27.0,0.029934,0.011816,-0.002111,0.006569,0.016273,0.046208
28.0,0.029503,0.011672,-0.00211,0.006686,0.016248,0.045751
29.0,0.029218,0.011542,-0.002109,0.006802,0.016235,0.045453
30.0,0.029073,0.011423,-0.002108,0.006917,0.016231,0.045304
