tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.019695446,0.023802,-0.003833091,0.004195551,0.02416446,0.043859906
2.0,0.020352341,0.022719445,-0.003831528,0.005935938,0.024823855,0.045176196
3.0,0.021016807,0.021727506,-0.004392406,0.007268451,0.024603551,0.045620357
4.0,0.021812489,0.020822342,-0.004952932,0.008392001,0.02426141,0.046073899
5.0,0.022880841,0.019997995,-0.005301925,0.00938606,0.024082129,0.04696297
6.0,0.024318998,0.019249408,-0.005653378,0.010289692,0.023885722,0.048204721
7.0,0.026090552,0.018569998,-0.006022566,0.011126283,0.023673715,0.049764267
8.0,0.028078987,0.017950965,-0.006394813,0.011910305,0.023466456,0.051545443
9.0,0.030131022,0.017386395,-0.006553575,0.012653311,0.023486131,0.053617153
10.0,0.032097356,0.016867682,-0.00649423,0.013361444,0.023734895,0.055832252
11.0,0.033859617,0.01639014,-0.006436566,0.014036017,0.023989591,0.057849208
12.0,0.035334953,0.015947708,-0.006374335,0.014679891,0.024253264,0.059588216
13.0,0.036482739,0.015539233,-0.006371228,0.015294537,0.024462541,0.060945281
14.0,0.037297735,0.015159864,-0.00642374,0.01588207,0.024618194,0.061915929
15.0,0.037799909,0.014808203,-0.006474536,0.016445431,0.024779097,0.062579006
16.0,0.038022022,0.014481887,-0.006525205,0.016986609,0.024943291,0.062965313
17.0,0.038011642,0.01417972,-0.00657312,0.017507713,0.025114312,0.063125954
18.0,0.0378134,0.013900374,-0.006619229,0.018010612,0.025291758,0.063105158
19.0,0.037474091,0.01364248,-0.006666705,0.018497073,0.025472848,0.062946939
20.0,0.037034295,0.013404524,-0.006712169,0.018968793,0.025661148,0.062695443
21.0,0.036523163,0.013184805,-0.006707499,0.019428038,0.025905345,0.062428508
22.0,0.035960484,0.012982526,-0.006702611,0.019875069,0.026154984,0.062115468
23.0,0.03537119,0.012796938,-0.00669766,0.020311068,0.026410346,0.061781536
24.0,0.034779127,0.012626212,-0.006692786,0.020737137,0.026670564,0.06144969
25.0,0.034213258,0.012468574,-0.006688162,0.021154449,0.026934861,0.061148119
26.0,0.033705583,0.012325415,-0.006684004,0.02156429,0.0272057,0.060911284
27.0,0.033287017,0.012193913,-0.006680489,0.02196783,0.027481254,0.060768272
28.0,0.032988441,0.012075426,-0.006677824,0.022366328,0.02776393,0.060752371
29.0,0.032825241,0.011966944,-0.006676088,0.022760613,0.02805147,0.060876711
30.0,0.032793224,0.011869415,-0.00667526,0.023151149,0.028345304,0.061138528
