field,value
ticker,GPN
price,88.29000091552734
market_equity,23363157895.36537
nfo,14644415000.0
L,0.38530255642253164
lambda0,0.626816591557816
market_value_of_debt,21865376000.0
rating,BBB
offset,1.0
mvd_basis,book-par
