field,value
ticker,T
price,21.40250015258789
market_equity,148711822976.31985
nfo,163246000000.0
L,0.5232950994544917
lambda0,1.0977338367104443
equity_vol,0.3149482568359374
sigma_V,0.15013737745195674
avg_correlation,0.35
market_value_of_debt,116047846974.0
portfolio_ytm,0.05931661615807404
wavg_mod_duration,8.382755803618492
wavg_coupon,0.041426770142201745
wavg_years,14.179288311027479
rating,BBB
offset,1.0219939953078723
