field,value
ticker,SUI
price,114.88999938964844
market_equity,13993711875.388596
nfo,3739300000.0
L,0.21086660440292848
lambda0,0.2672128762759854
market_value_of_debt,4258700000.0
rating,BBB
offset,1.0
mvd_basis,book-par
