tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.020276838,0.030238666,-0.005227958,0.0,0.025010709,0.045287546
2.0,0.020760564,0.028622046,-0.00522232,0.0,0.023399726,0.044160289
3.0,0.021254731,0.027141922,-0.005978083,0.0,0.021163839,0.04241857
4.0,0.021884018,0.025790539,-0.006732751,0.0,0.019057788,0.040941806
5.0,0.022801059,0.024559242,-0.007224061,0.0,0.017335181,0.04013624
6.0,0.024121324,0.02344009,-0.007718639,0.0,0.015721451,0.039842775
7.0,0.025818674,0.022422828,-0.008209043,0.0,0.014213785,0.040032459
8.0,0.027774721,0.02149666,-0.008702751,0.0,0.012793909,0.04056863
9.0,0.029835417,0.020649623,-0.008936095,0.0,0.011713528,0.041548945
10.0,0.031834205,0.01987326,-0.008908582,0.0,0.010964678,0.042798882
11.0,0.033636327,0.019158112,-0.008879837,0.0,0.010278275,0.043914603
12.0,0.035148609,0.018497886,-0.008849039,0.0,0.009648847,0.044797456
13.0,0.036318988,0.017888196,-0.008870697,0.0,0.009017499,0.045336487
14.0,0.037130744,0.017323154,-0.008943735,0.0,0.008379419,0.045510163
15.0,0.037598595,0.016800472,-0.009013414,0.0,0.007787058,0.045385653
16.0,0.037752171,0.016315867,-0.009083273,0.0,0.007232594,0.044984765
17.0,0.037636987,0.015868329,-0.009148499,0.0,0.00671983,0.044356817
18.0,0.037303959,0.015454686,-0.009212843,0.0,0.006241843,0.043545802
19.0,0.036804099,0.015072704,-0.009276842,0.0,0.005795862,0.042599961
20.0,0.036186348,0.014720021,-0.009338978,0.0,0.005381043,0.041567391
21.0,0.035492335,0.014396198,-0.009329933,0.0,0.005066265,0.040558601
22.0,0.034757397,0.014097506,-0.009320747,0.0,0.004776758,0.039534155
23.0,0.03401264,0.013824319,-0.009311701,0.0,0.004512618,0.038525257
24.0,0.033283918,0.013572725,-0.00930299,0.0,0.004269735,0.037553652
25.0,0.032599077,0.013341966,-0.009294853,0.0,0.004047113,0.03664619
26.0,0.031985896,0.013131271,-0.009287532,0.0,0.003843739,0.035829635
27.0,0.031474158,0.012938837,-0.009281274,0.0,0.003657563,0.035131721
28.0,0.031084334,0.012763786,-0.009276254,0.0,0.003487532,0.034571866
29.0,0.030829688,0.012604107,-0.009272572,0.0,0.003331535,0.034161222
30.0,0.030703934,0.012459646,-0.009270171,0.0,0.003189475,0.033893409
