cusip,description,ytw,price_frac,coupon,maturity,years,outstanding,face,sp_rating,issuer
US023135BC,96 AMAZON COM INC 3.15% 22Aug2027,0.04205,0.98809,0.0315,2027-08-22,1.111567419575633,25497833333.33,1000.0,,Amazon.com Inc
US023135AP,19 AMAZON COM INC 4.8% 05Dec2034,0.0517,0.970314,0.048,2034-12-05,8.399726214921287,25497833333.33,1000.0,,Amazon.com Inc
US023135BF,28 AMAZON COM INC 3.875% 22Aug2037,0.05505,0.86139,0.03875,2037-08-22,11.1129363449692,25497833333.33,1000.0,,Amazon.com Inc
US023135AQ,91 AMAZON COM INC 4.95% 05Dec2044,0.05945,0.88435,0.0495,2044-12-05,18.401095140314855,25497833333.33,1000.0,,Amazon.com Inc
US023135BJ,40 AMAZON COM INC 4.05% 22Aug2047,0.06225,0.74247,0.0405,2047-08-22,21.111567419575632,25497833333.33,1000.0,,Amazon.com Inc
US023135BM,78 AMAZON COM INC 4.25% 22Aug2057,0.0633,0.71501,0.0425,2057-08-22,31.1129363449692,25497833333.33,1000.0,,Amazon.com Inc
