field,value
long_name,PDD Holdings Inc.
sector,Consumer Cyclical
industry,Internet Retail
country,Ireland
exchange,NMS
currency,USD
market_cap,111893196746.59225
week52_high,139.41000366210938
week52_low,71.94000244140625
employees,25474
fetched_utc,2026-09-10T02:24:42Z
