field,value
ticker,TM
generated_utc,2026-09-19 04:57 UTC
generated_iso,2026-09-19T04:57:00Z
bonds_source,none (pure-rating)
n_bonds,0
run_id,35422611566
git_sha,426e127
obs_category,unset (forecaster's judgment)
obs_category_effective_in_published_curve,none
