tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.024468088,0.001292539,BBB,0.220569856,0.029158008
2.0,0.025488967,0.001292539,BBB,0.220569856,0.03018356
3.0,0.026672321,0.001507816,BBB,0.220569856,0.03215722
4.0,0.027787375,0.001723312,BBB,0.220569856,0.034065376
5.0,0.028849671,0.001925354,BBB,0.220569856,0.035873467
6.0,0.029921078,0.002127176,BBB,0.220569856,0.037691983
7.0,0.031030568,0.002288853,BBB,0.220569856,0.039403509
8.0,0.032257664,0.002450311,BBB,0.220569856,0.04123447
9.0,0.033513524,0.002541185,BBB,0.220569856,0.042836078
10.0,0.034756856,0.002561478,BBB,0.220569856,0.044165498
11.0,0.03599524,0.00258155,BBB,0.220569856,0.045489294
12.0,0.0371451,0.002601842,BBB,0.220569856,0.046724747
13.0,0.038125817,0.002611988,BBB,0.220569856,0.047752087
14.0,0.03888912,0.002611988,BBB,0.220569856,0.048522468
15.0,0.039414931,0.002611988,BBB,0.220569856,0.049053155
16.0,0.039690412,0.002611988,BBB,0.220569856,0.049331191
17.0,0.039719524,0.002611988,BBB,0.220569856,0.049360572
18.0,0.039515759,0.002611988,BBB,0.220569856,0.049154918
19.0,0.039101075,0.002611988,BBB,0.220569856,0.048736389
20.0,0.038508956,0.002611988,BBB,0.220569856,0.048138779
21.0,0.037767725,0.002611988,BBB,0.220569856,0.047390675
22.0,0.036921252,0.002611988,BBB,0.220569856,0.046536353
23.0,0.036001911,0.002611988,BBB,0.220569856,0.045608487
24.0,0.035050262,0.002611988,BBB,0.220569856,0.044648014
25.0,0.034108795,0.002611988,BBB,0.220569856,0.043697817
26.0,0.033223977,0.002611988,BBB,0.220569856,0.042804794
27.0,0.032442122,0.002611988,BBB,0.220569856,0.042015689
28.0,0.031798079,0.002611988,BBB,0.220569856,0.041365674
29.0,0.031314279,0.002611988,BBB,0.220569856,0.040877388
30.0,0.030984312,0.002611988,BBB,0.220569856,0.040544361
