tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.018975795,0.021680951,0.000651991,0.001883906,0.024216847,0.043192642
2.0,0.019695446,0.020766715,0.000651869,0.002664745,0.024083329,0.043778775
3.0,0.020436013,0.01993043,0.001220789,0.003266054,0.024417273,0.044853287
4.0,0.021298646,0.019165596,0.001787998,0.003774637,0.024728231,0.046026877
5.0,0.022390998,0.018469736,0.00216931,0.004224224,0.02486327,0.047254268
6.0,0.023788539,0.01783751,0.0025497,0.004633382,0.025020592,0.048809131
7.0,0.025472006,0.017262922,0.002900134,0.005012509,0.025175565,0.050647571
8.0,0.027352392,0.016741061,0.0032522,0.005368251,0.025361512,0.052713904
9.0,0.0293021,0.016263518,0.003417625,0.005703678,0.025384821,0.054686921
10.0,0.031191572,0.015826298,0.003395149,0.006021283,0.025242729,0.056434302
11.0,0.032907871,0.015423784,0.003372152,0.006323818,0.025119753,0.058027624
12.0,0.034360126,0.015050817,0.003348339,0.006612523,0.025011679,0.059371805
13.0,0.035494406,0.01470599,0.003355409,0.006888621,0.02495002,0.060444427
14.0,0.036297226,0.014386374,0.003393376,0.007153077,0.024932828,0.061230053
15.0,0.036785437,0.014088354,0.003430422,0.007406615,0.024925391,0.061710828
16.0,0.036992814,0.013812672,0.00346663,0.007650165,0.024929466,0.061922281
17.0,0.036967927,0.013557032,0.003502126,0.007884655,0.024943813,0.06191174
18.0,0.036762628,0.013319103,0.003537056,0.008110978,0.024967137,0.061729765
19.0,0.03642988,0.013100702,0.00357159,0.008330028,0.02500232,0.0614322
20.0,0.036016427,0.012898262,0.003605864,0.008542583,0.025046709,0.061063136
21.0,0.03555136,0.012712155,0.003603626,0.008748983,0.025064764,0.060616124
22.0,0.03505959,0.012540584,0.003601345,0.008950077,0.025092006,0.060151596
23.0,0.034561846,0.012383783,0.003599095,0.009146382,0.025129259,0.059691106
24.0,0.034077784,0.012238819,0.003596933,0.009338359,0.025174111,0.059251895
25.0,0.033630126,0.012105933,0.003594937,0.009526506,0.025227376,0.058857501
26.0,0.033242587,0.011985368,0.00359319,0.009711317,0.025289875,0.058532462
27.0,0.032937825,0.011874211,0.00359176,0.009893243,0.025359215,0.05829704
28.0,0.032738488,0.011774775,0.003590733,0.010072774,0.025438283,0.058176771
29.0,0.032653807,0.011683993,0.00359013,0.010250214,0.025524337,0.058178144
30.0,0.032680656,0.011601795,0.00358994,0.010425761,0.025617496,0.058298152
