tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.024946611,0.002577524,BBB,0.439850514,0.028316501
2.0,0.025944369,0.002577524,BBB,0.439850514,0.02931754
3.0,0.027334741,0.003006818,BBB,0.439850514,0.031276134
4.0,0.0286791,0.003436552,BBB,0.439850514,0.033190926
5.0,0.029983163,0.003839455,BBB,0.439850514,0.035031644
6.0,0.031322458,0.004241918,BBB,0.439850514,0.036908821
7.0,0.032672734,0.004564329,BBB,0.439850514,0.038692801
8.0,0.034139106,0.004886299,BBB,0.439850514,0.040594308
9.0,0.035552932,0.005067518,BBB,0.439850514,0.042257465
10.0,0.036861108,0.005107984,BBB,0.439850514,0.043627891
11.0,0.038145564,0.00514801,BBB,0.439850514,0.044973995
12.0,0.039328131,0.005188477,BBB,0.439850514,0.046218254
13.0,0.040324527,0.00520871,BBB,0.439850514,0.04724824
14.0,0.041089447,0.00520871,BBB,0.439850514,0.04801825
15.0,0.041617413,0.00520871,BBB,0.439850514,0.04854973
16.0,0.041899729,0.00520871,BBB,0.439850514,0.048833926
17.0,0.04193828,0.00520871,BBB,0.439850514,0.048872733
18.0,0.041747623,0.00520871,BBB,0.439850514,0.048680807
19.0,0.04134871,0.00520871,BBB,0.439850514,0.048279239
20.0,0.040774044,0.00520871,BBB,0.439850514,0.047700749
21.0,0.040051998,0.00520871,BBB,0.439850514,0.046973897
22.0,0.039224446,0.00520871,BBB,0.439850514,0.046140837
23.0,0.038324867,0.00520871,BBB,0.439850514,0.045235271
24.0,0.037391832,0.00520871,BBB,0.439850514,0.044296027
25.0,0.036470001,0.00520871,BBB,0.439850514,0.04336806
26.0,0.035605945,0.00520871,BBB,0.439850514,0.042498254
27.0,0.034842985,0.00520871,BBB,0.439850514,0.041730216
28.0,0.034219163,0.00520871,BBB,0.439850514,0.041102242
29.0,0.033754903,0.00520871,BBB,0.439850514,0.040634892
30.0,0.033444823,0.00520871,BBB,0.439850514,0.040322748
