tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.3076,0.3592,BBB,0.5998,2.5473
2.0,2.3965,0.3592,BBB,0.5998,2.6362
3.0,2.5595,0.4325,BBB,0.5998,2.8481
4.0,2.7292,0.5058,BBB,0.5998,3.0667
5.0,2.8948,0.5608,BBB,0.5998,3.269
6.0,3.0797,0.6158,BBB,0.5998,3.4906
7.0,3.2687,0.6568,BBB,0.5998,3.707
8.0,3.4694,0.6979,BBB,0.5998,3.9351
9.0,3.6541,0.7202,BBB,0.5998,4.1347
10.0,3.8135,0.7239,BBB,0.5998,4.2965
11.0,3.958,0.7276,BBB,0.5998,4.4435
12.0,4.0813,0.7312,BBB,0.5998,4.5693
13.0,4.1799,0.7345,BBB,0.5998,4.6701
14.0,4.2526,0.7375,BBB,0.5998,4.7447
15.0,4.301,0.7404,BBB,0.5998,4.795
16.0,4.3283,0.7433,BBB,0.5998,4.8243
17.0,4.339,0.7462,BBB,0.5998,4.837
18.0,4.3383,0.7492,BBB,0.5998,4.8382
19.0,4.3315,0.7521,BBB,0.5998,4.8334
20.0,4.3235,0.755,BBB,0.5998,4.8274
21.0,4.3141,0.755,BBB,0.5998,4.818
22.0,4.3065,0.755,BBB,0.5998,4.8104
23.0,4.3018,0.755,BBB,0.5998,4.8057
24.0,4.3005,0.755,BBB,0.5998,4.8044
25.0,4.3032,0.755,BBB,0.5998,4.8071
26.0,4.3106,0.755,BBB,0.5998,4.8145
27.0,4.3231,0.755,BBB,0.5998,4.827
28.0,4.3412,0.755,BBB,0.5998,4.8451
29.0,4.3648,0.755,BBB,0.5998,4.8687
30.0,4.3934,0.755,BBB,0.5998,4.8973
