tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,2.0074,2.9207,-0.5606,0.0,2.3601,4.3675
2.0,2.0548,2.7654,-0.5606,0.0,2.2048,4.2596
3.0,2.1032,2.623,-0.6498,0.0,1.9732,4.0764
4.0,2.1648,2.4925,-0.7389,0.0,1.7536,3.9184
5.0,2.2545,2.3728,-0.7969,0.0,1.5759,3.8304
6.0,2.3835,2.263,-0.8549,0.0,1.4081,3.7916
7.0,2.5491,2.1623,-0.9119,0.0,1.2504,3.7995
8.0,2.7396,2.07,-0.969,0.0,1.101,3.8406
9.0,2.9399,1.9853,-0.9953,0.0,0.99,3.9299
10.0,3.1338,1.9077,-0.9908,0.0,0.9169,4.0507
11.0,3.3083,1.8365,-0.9863,0.0,0.8502,4.1585
12.0,3.4545,1.7712,-0.9819,0.0,0.7893,4.2438
13.0,3.5675,1.7114,-0.9839,0.0,0.7275,4.295
14.0,3.6458,1.6565,-0.9922,0.0,0.6643,4.3101
15.0,3.6909,1.6062,-1.0004,0.0,0.6058,4.2967
16.0,3.7057,1.56,-1.0089,0.0,0.5511,4.2568
17.0,3.6946,1.5177,-1.0171,0.0,0.5006,4.1952
18.0,3.6625,1.4789,-1.0254,0.0,0.4535,4.116
19.0,3.6143,1.4433,-1.0338,0.0,0.4095,4.0238
20.0,3.5547,1.4106,-1.0421,0.0,0.3685,3.9232
21.0,3.4877,1.3807,-1.0421,0.0,0.3386,3.8263
22.0,3.4167,1.3532,-1.0421,0.0,0.3111,3.7278
23.0,3.3447,1.3281,-1.0421,0.0,0.286,3.6307
24.0,3.2742,1.305,-1.0421,0.0,0.2629,3.5371
25.0,3.2079,1.2838,-1.0421,0.0,0.2417,3.4496
26.0,3.1485,1.2644,-1.0421,0.0,0.2223,3.3708
27.0,3.0989,1.2466,-1.0421,0.0,0.2045,3.3034
28.0,3.0611,1.2303,-1.0421,0.0,0.1882,3.2493
29.0,3.0364,1.2153,-1.0421,0.0,0.1732,3.2096
30.0,3.0242,1.2016,-1.0421,0.0,0.1595,3.1837
