tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.017929,0.025864,-0.00232,0.0,0.023543,0.041472
2.0,0.019011,0.024566,-0.00232,0.0,0.022246,0.041258
3.0,0.02003,0.023376,-0.002942,0.0,0.020434,0.040464
4.0,0.021036,0.022285,-0.003563,0.0,0.018722,0.039758
5.0,0.022144,0.021287,-0.003955,0.0,0.017332,0.039475
6.0,0.02346,0.020378,-0.00435,0.0,0.016028,0.039488
7.0,0.025,0.019548,-0.004746,0.0,0.014803,0.039803
8.0,0.026706,0.018791,-0.005142,0.0,0.013649,0.040355
9.0,0.028486,0.018099,-0.005337,0.0,0.012762,0.041249
10.0,0.030227,0.017466,-0.005325,0.0,0.012141,0.042367
11.0,0.031823,0.016882,-0.005315,0.0,0.011567,0.043389
12.0,0.033202,0.016344,-0.005301,0.0,0.011043,0.044245
13.0,0.034316,0.015848,-0.005319,0.0,0.010529,0.044845
14.0,0.035137,0.015389,-0.005364,0.0,0.010024,0.045162
15.0,0.035664,0.014965,-0.00541,0.0,0.009555,0.045219
16.0,0.03591,0.014572,-0.005451,0.0,0.009121,0.045031
17.0,0.0359,0.014209,-0.005494,0.0,0.008715,0.044615
18.0,0.035674,0.013872,-0.005536,0.0,0.008336,0.04401
19.0,0.035268,0.013561,-0.005574,0.0,0.007987,0.043255
20.0,0.034724,0.013275,-0.005614,0.0,0.007661,0.042385
21.0,0.034081,0.01301,-0.005609,0.0,0.007401,0.041482
22.0,0.033372,0.012767,-0.005604,0.0,0.007163,0.040535
23.0,0.032627,0.012542,-0.005599,0.0,0.006943,0.03957
24.0,0.031877,0.012336,-0.005594,0.0,0.006742,0.038619
25.0,0.031153,0.012147,-0.005589,0.0,0.006558,0.037711
26.0,0.030495,0.011974,-0.005585,0.0,0.00639,0.036885
27.0,0.029934,0.011816,-0.005581,0.0,0.006235,0.036169
28.0,0.029503,0.011672,-0.005578,0.0,0.006095,0.035598
29.0,0.029218,0.011542,-0.005575,0.0,0.005967,0.035184
30.0,0.029073,0.011423,-0.005574,0.0,0.005849,0.034922
