field,value
ticker,TOST
price,32.119998931884766
market_equity,18565359382.629395
nfo,-1333000000.0
L,-0.07735446843939978
lambda0,-0.07180038762121763
market_value_of_debt,20000000.0
rating,BBB
offset,1.0
mvd_basis,book-par
