field,value
ticker,AAPL
generated_utc,2026-09-03 18:18 UTC
generated_iso,2026-09-03T18:18:52Z
bonds_source,committed-file
n_bonds,15
run_id,33789693014
git_sha,bb64fb9
obs_category,B
ory_override,
obs_category_note,pre-Ruling-2 (2026-09-17); this field never prices a company -- see docs/RULING-COE-Display-And-Default-Letter-2026-09-17.md
