tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.2569,0.3065,BBB,0.5118,2.5493
2.0,2.3213,0.3065,BBB,0.5118,2.6137
3.0,2.4521,0.3722,BBB,0.5118,2.8071
4.0,2.5957,0.4379,BBB,0.5118,3.0134
5.0,2.7409,0.4786,BBB,0.5118,3.1973
6.0,2.922,0.5192,BBB,0.5118,3.4172
7.0,3.1374,0.5618,BBB,0.5118,3.6732
8.0,3.3735,0.6043,BBB,0.5118,3.9499
9.0,3.5903,0.6217,BBB,0.5118,4.1832
10.0,3.7731,0.6138,BBB,0.5118,4.3586
11.0,3.9359,0.606,BBB,0.5118,4.5139
12.0,4.0707,0.5982,BBB,0.5118,4.6412
13.0,4.1805,0.5972,BBB,0.5118,4.7501
14.0,4.2649,0.603,BBB,0.5118,4.8401
15.0,4.3192,0.6089,BBB,0.5118,4.8999
16.0,4.3464,0.6147,BBB,0.5118,4.9327
17.0,4.3512,0.6205,BBB,0.5118,4.9431
18.0,4.338,0.6264,BBB,0.5118,4.9355
19.0,4.3112,0.6323,BBB,0.5118,4.9142
20.0,4.2746,0.6381,BBB,0.5118,4.8832
21.0,4.2253,0.6381,BBB,0.5118,4.8339
22.0,4.171,0.6381,BBB,0.5118,4.7796
23.0,4.1141,0.6381,BBB,0.5118,4.7227
24.0,4.0569,0.6381,BBB,0.5118,4.6655
25.0,4.0022,0.6381,BBB,0.5118,4.6108
26.0,3.9531,0.6381,BBB,0.5118,4.5617
27.0,3.9126,0.6381,BBB,0.5118,4.5212
28.0,3.8837,0.6381,BBB,0.5118,4.4923
29.0,3.8679,0.6381,BBB,0.5118,4.4765
30.0,3.8648,0.6381,BBB,0.5118,4.4734
