field,value
ticker,FOUR
price,45.04999923706055
market_equity,3557153345.758209
nfo,4167000000.0
L,0.5394766019616049
lambda0,1.1714423290098004
market_value_of_debt,4616000000.0
rating,BBB
offset,1.0
mvd_basis,book-par
