tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.7333,0.6125,BBB,1.0,2.7333
2.0,2.838,0.6125,BBB,1.0,2.838
3.0,3.05,0.7228,BBB,1.0,3.05
4.0,3.2618,0.833,BBB,1.0,3.2618
5.0,3.461,0.9249,BBB,1.0,3.461
6.0,3.6712,1.0167,BBB,1.0,3.6712
7.0,3.8758,1.0902,BBB,1.0,3.8758
8.0,4.0901,1.1637,BBB,1.0,4.0901
9.0,4.2754,1.2051,BBB,1.0,4.2754
10.0,4.4237,1.2143,BBB,1.0,4.4237
11.0,4.5596,1.2235,BBB,1.0,4.5596
12.0,4.6768,1.2327,BBB,1.0,4.6768
13.0,4.7666,1.2372,BBB,1.0,4.7666
14.0,4.8279,1.2372,BBB,1.0,4.8279
15.0,4.8662,1.2372,BBB,1.0,4.8662
16.0,4.8848,1.2372,BBB,1.0,4.8848
17.0,4.8882,1.2372,BBB,1.0,4.8882
18.0,4.8822,1.2372,BBB,1.0,4.8822
19.0,4.8724,1.2372,BBB,1.0,4.8724
20.0,4.8635,1.2372,BBB,1.0,4.8635
21.0,4.8577,1.2372,BBB,1.0,4.8577
22.0,4.8538,1.2372,BBB,1.0,4.8538
23.0,4.8521,1.2372,BBB,1.0,4.8521
24.0,4.8529,1.2372,BBB,1.0,4.8529
25.0,4.8566,1.2372,BBB,1.0,4.8566
26.0,4.8638,1.2372,BBB,1.0,4.8638
27.0,4.8752,1.2372,BBB,1.0,4.8752
28.0,4.8913,1.2372,BBB,1.0,4.8913
29.0,4.9125,1.2372,BBB,1.0,4.9125
30.0,4.9384,1.2372,BBB,1.0,4.9384
