tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.162,0.1452,BBB,0.2395,2.6232
2.0,2.2093,0.1452,BBB,0.2395,2.6705
3.0,2.2871,0.1748,BBB,0.2395,2.8424
4.0,2.3776,0.2045,BBB,0.2395,3.027
5.0,2.485,0.2237,BBB,0.2395,3.1956
6.0,2.6309,0.243,BBB,0.2395,3.4026
7.0,2.8122,0.262,BBB,0.2395,3.6441
8.0,3.0185,0.2809,BBB,0.2395,3.9107
9.0,3.2253,0.2897,BBB,0.2395,4.1453
10.0,3.4176,0.2882,BBB,0.2395,4.3329
11.0,3.5929,0.2867,BBB,0.2395,4.5035
12.0,3.7414,0.2852,BBB,0.2395,4.6473
13.0,3.8597,0.2859,BBB,0.2395,4.7676
14.0,3.9455,0.2886,BBB,0.2395,4.8622
15.0,3.9977,0.2914,BBB,0.2395,4.9232
16.0,4.019,0.2942,BBB,0.2395,4.9532
17.0,4.0135,0.2969,BBB,0.2395,4.9566
18.0,3.9862,0.2997,BBB,0.2395,4.938
19.0,3.9419,0.3025,BBB,0.2395,4.9025
20.0,3.8856,0.3052,BBB,0.2395,4.855
21.0,3.8187,0.3052,BBB,0.2395,4.7881
22.0,3.7478,0.3052,BBB,0.2395,4.7172
23.0,3.6757,0.3052,BBB,0.2395,4.6451
24.0,3.6053,0.3052,BBB,0.2395,4.5747
25.0,3.5392,0.3052,BBB,0.2395,4.5086
26.0,3.4802,0.3052,BBB,0.2395,4.4496
27.0,3.4311,0.3052,BBB,0.2395,4.4005
28.0,3.394,0.3052,BBB,0.2395,4.3634
29.0,3.3702,0.3052,BBB,0.2395,4.3396
30.0,3.3589,0.3052,BBB,0.2395,4.3283
