tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.6138,0.6064,BBB,1.0,2.6138
2.0,2.6612,0.6064,BBB,1.0,2.6612
3.0,2.8333,0.7301,BBB,1.0,2.8333
4.0,3.0187,0.8539,BBB,1.0,3.0187
5.0,3.1888,0.9343,BBB,1.0,3.1888
6.0,3.3982,1.0147,BBB,1.0,3.3982
7.0,3.643,1.0939,BBB,1.0,3.643
8.0,3.9127,1.1731,BBB,1.0,3.9127
9.0,4.1496,1.2097,BBB,1.0,4.1496
10.0,4.3373,1.2035,BBB,1.0,4.3373
11.0,4.5056,1.1973,BBB,1.0,4.5056
12.0,4.6456,1.1911,BBB,1.0,4.6456
13.0,4.7613,1.1938,BBB,1.0,4.7613
14.0,4.8511,1.2053,BBB,1.0,4.8511
15.0,4.9078,1.2169,BBB,1.0,4.9078
16.0,4.9341,1.2284,BBB,1.0,4.9341
17.0,4.9346,1.24,BBB,1.0,4.9346
18.0,4.914,1.2515,BBB,1.0,4.914
19.0,4.8774,1.2631,BBB,1.0,4.8774
20.0,4.8293,1.2746,BBB,1.0,4.8293
21.0,4.7623,1.2746,BBB,1.0,4.7623
22.0,4.6913,1.2746,BBB,1.0,4.6913
23.0,4.6193,1.2746,BBB,1.0,4.6193
24.0,4.5488,1.2746,BBB,1.0,4.5488
25.0,4.4825,1.2746,BBB,1.0,4.4825
26.0,4.4231,1.2746,BBB,1.0,4.4231
27.0,4.3735,1.2746,BBB,1.0,4.3735
28.0,4.3357,1.2746,BBB,1.0,4.3357
29.0,4.311,1.2746,BBB,1.0,4.311
30.0,4.2988,1.2746,BBB,1.0,4.2988
