field,value
long_name,"Tesla, Inc."
sector,Consumer Cyclical
industry,Auto Manufacturers
country,United States
exchange,NMS
currency,USD
market_cap,1452683026987.14
week52_high,498.8299865722656
week52_low,297.3800048828125
employees,134785
fetched_utc,2026-09-10T01:07:04Z
