field,value
long_name,Alphabet Inc.
sector,Communication Services
industry,Internet Content & Information
country,United States
exchange,NMS
currency,USD
market_cap,4100819418324.3706
week52_high,404.4700012207031
week52_low,233.3800048828125
employees,198933
fetched_utc,2026-09-07T04:49:35Z
