tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.5747,0.5989,BBB,1.0,2.5747
2.0,2.6395,0.5989,BBB,1.0,2.6395
3.0,2.8274,0.7211,BBB,1.0,2.8274
4.0,3.0261,0.8433,BBB,1.0,3.0261
5.0,3.2169,0.935,BBB,1.0,3.2169
6.0,3.4385,1.0267,BBB,1.0,3.4385
7.0,3.67,1.1,BBB,1.0,3.67
8.0,3.9197,1.1733,BBB,1.0,3.9197
9.0,4.137,1.21,BBB,1.0,4.137
10.0,4.3081,1.21,BBB,1.0,4.3081
11.0,4.4588,1.21,BBB,1.0,4.4588
12.0,4.5832,1.21,BBB,1.0,4.5832
13.0,4.6818,1.2133,BBB,1.0,4.6818
14.0,4.7547,1.2198,BBB,1.0,4.7547
15.0,4.8007,1.2263,BBB,1.0,4.8007
16.0,4.8234,1.2328,BBB,1.0,4.8234
17.0,4.8273,1.2393,BBB,1.0,4.8273
18.0,4.8169,1.2459,BBB,1.0,4.8169
19.0,4.7965,1.2524,BBB,1.0,4.7965
20.0,4.7701,1.2589,BBB,1.0,4.7701
21.0,4.7339,1.2589,BBB,1.0,4.7339
22.0,4.6961,1.2589,BBB,1.0,4.6961
23.0,4.6585,1.2589,BBB,1.0,4.6585
24.0,4.6225,1.2589,BBB,1.0,4.6225
25.0,4.5899,1.2589,BBB,1.0,4.5899
26.0,4.5624,1.2589,BBB,1.0,4.5624
27.0,4.5419,1.2589,BBB,1.0,4.5419
28.0,4.5298,1.2589,BBB,1.0,4.5298
29.0,4.5272,1.2589,BBB,1.0,4.5272
30.0,4.5336,1.2589,BBB,1.0,4.5336
