tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,2.0168,2.5568,0.057,0.0,2.6138,4.6306
2.0,2.0641,2.4317,0.057,0.0,2.4887,4.5528
3.0,2.1123,2.3171,0.0987,0.0,2.4158,4.5281
4.0,2.1731,2.2119,0.1406,0.0,2.3525,4.5256
5.0,2.2613,2.1155,0.1677,0.0,2.2832,4.5445
6.0,2.3879,2.027,0.1948,0.0,2.2218,4.6097
7.0,2.5502,1.9459,0.2215,0.0,2.1674,4.7176
8.0,2.7376,1.8716,0.2482,0.0,2.1198,4.8574
9.0,2.9356,1.8034,0.2607,0.0,2.0641,4.9997
10.0,3.1294,1.7409,0.2586,0.0,1.9995,5.1289
11.0,3.3062,1.6835,0.2565,0.0,1.94,5.2462
12.0,3.4562,1.631,0.2544,0.0,1.8854,5.3416
13.0,3.5738,1.5827,0.2553,0.0,1.838,5.4118
14.0,3.6569,1.5385,0.2592,0.0,1.7977,5.4546
15.0,3.7063,1.498,0.2632,0.0,1.7612,5.4675
16.0,3.7248,1.4608,0.2669,0.0,1.7277,5.4525
17.0,3.7166,1.4267,0.2709,0.0,1.6976,5.4142
18.0,3.6865,1.3954,0.2748,0.0,1.6702,5.3567
19.0,3.6394,1.3668,0.2787,0.0,1.6455,5.2849
20.0,3.5804,1.3405,0.2826,0.0,1.6231,5.2035
21.0,3.5135,1.3164,0.2826,0.0,1.599,5.1125
22.0,3.4426,1.2943,0.2826,0.0,1.5769,5.0195
23.0,3.3705,1.274,0.2826,0.0,1.5566,4.9271
24.0,3.3001,1.2554,0.2826,0.0,1.538,4.8381
25.0,3.234,1.2384,0.2826,0.0,1.521,4.755
26.0,3.175,1.2227,0.2826,0.0,1.5053,4.6803
27.0,3.1259,1.2084,0.2826,0.0,1.491,4.6169
28.0,3.0888,1.1952,0.2826,0.0,1.4778,4.5666
29.0,3.065,1.1832,0.2826,0.0,1.4658,4.5308
30.0,3.0537,1.1721,0.2826,0.0,1.4547,4.5084
