tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,1.9434,2.7225,-0.1734,0.0,2.5491,4.4925
2.0,1.9925,2.5812,-0.1734,0.0,2.4078,4.4003
3.0,2.0436,2.4516,-0.2166,0.0,2.235,4.2786
4.0,2.1074,2.3328,-0.2599,0.0,2.0729,4.1803
5.0,2.1964,2.2238,-0.2886,0.0,1.9352,4.1316
6.0,2.3196,2.1239,-0.3175,0.0,1.8064,4.126
7.0,2.4751,2.0323,-0.3464,0.0,1.6859,4.161
8.0,2.6533,1.9483,-0.3751,0.0,1.5732,4.2265
9.0,2.8407,1.8712,-0.3891,0.0,1.4821,4.3228
10.0,3.023,1.8006,-0.3877,0.0,1.4129,4.4359
11.0,3.188,1.7358,-0.3866,0.0,1.3492,4.5372
12.0,3.3269,1.6764,-0.3853,0.0,1.2911,4.618
13.0,3.4347,1.6219,-0.3867,0.0,1.2352,4.6699
14.0,3.5098,1.572,-0.3906,0.0,1.1814,4.6912
15.0,3.5536,1.5262,-0.3944,0.0,1.1318,4.6854
16.0,3.5694,1.4841,-0.3982,0.0,1.0859,4.6553
17.0,3.562,1.4456,-0.4022,0.0,1.0434,4.6054
18.0,3.5366,1.4103,-0.406,0.0,1.0043,4.5409
19.0,3.4986,1.3779,-0.4098,0.0,0.9681,4.4667
20.0,3.4522,1.3482,-0.4136,0.0,0.9346,4.3868
21.0,3.4004,1.321,-0.4136,0.0,0.9074,4.3078
22.0,3.3442,1.296,-0.4136,0.0,0.8824,4.2266
23.0,3.2854,1.2731,-0.4136,0.0,0.8595,4.1449
24.0,3.2263,1.2521,-0.4136,0.0,0.8385,4.0648
25.0,3.1694,1.2328,-0.4136,0.0,0.8192,3.9886
26.0,3.1177,1.2151,-0.4136,0.0,0.8015,3.9192
27.0,3.0742,1.199,-0.4136,0.0,0.7854,3.8596
28.0,3.0416,1.1841,-0.4136,0.0,0.7705,3.8121
29.0,3.0217,1.1705,-0.4136,0.0,0.7569,3.7786
30.0,3.0142,1.158,-0.4136,0.0,0.7444,3.7586
