tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,2.0074,2.9207,0.055,0.1166,3.0922,5.0996
2.0,2.0548,2.7654,0.055,0.1648,2.9852,5.04
3.0,2.1032,2.623,0.0952,0.2019,2.9201,5.0233
4.0,2.1648,2.4925,0.1356,0.2331,2.8612,5.026
5.0,2.2545,2.3728,0.1617,0.2606,2.7951,5.0496
6.0,2.3835,2.263,0.1878,0.2855,2.7363,5.1198
7.0,2.5491,2.1623,0.2136,0.3084,2.6843,5.2334
8.0,2.7396,2.07,0.2394,0.3297,2.6391,5.3787
9.0,2.9399,1.9853,0.2515,0.3497,2.5864,5.5263
10.0,3.1338,1.9077,0.2494,0.3686,2.5257,5.6595
11.0,3.3083,1.8365,0.2474,0.3866,2.4704,5.7787
12.0,3.4545,1.7712,0.2453,0.4038,2.4203,5.8748
13.0,3.5675,1.7114,0.2462,0.4202,2.3778,5.9453
14.0,3.6458,1.6565,0.2499,0.4361,2.3425,5.9883
15.0,3.6909,1.6062,0.2538,0.4514,2.3114,6.0023
16.0,3.7057,1.56,0.2574,0.4662,2.2836,5.9893
17.0,3.6946,1.5177,0.2613,0.4806,2.2596,5.9542
18.0,3.6625,1.4789,0.265,0.4945,2.2384,5.9009
19.0,3.6143,1.4433,0.2688,0.508,2.2201,5.8344
20.0,3.5547,1.4106,0.2725,0.5212,2.2043,5.759
21.0,3.4877,1.3807,0.2725,0.5341,2.1873,5.675
22.0,3.4167,1.3532,0.2725,0.5467,2.1724,5.5891
23.0,3.3447,1.3281,0.2725,0.559,2.1596,5.5043
24.0,3.2742,1.305,0.2725,0.571,2.1485,5.4227
25.0,3.2079,1.2838,0.2725,0.5828,2.1391,5.347
26.0,3.1485,1.2644,0.2725,0.5943,2.1312,5.2797
27.0,3.0989,1.2466,0.2725,0.6056,2.1247,5.2236
28.0,3.0611,1.2303,0.2725,0.6167,2.1195,5.1806
29.0,3.0364,1.2153,0.2725,0.6277,2.1154,5.1518
30.0,3.0242,1.2016,0.2725,0.6384,2.1125,5.1367
