tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,1.777,2.5091,-0.1967,0.0,2.3124,4.0894
2.0,1.8833,2.3822,-0.1967,0.0,2.1855,4.0688
3.0,1.9832,2.2658,-0.2454,0.0,2.0204,4.0036
4.0,2.0818,2.1591,-0.2941,0.0,1.865,3.9468
5.0,2.1902,2.0612,-0.3248,0.0,1.7364,3.9266
6.0,2.3189,1.9715,-0.3556,0.0,1.6159,3.9348
7.0,2.4693,1.8892,-0.3864,0.0,1.5028,3.9721
8.0,2.6356,1.8137,-0.4171,0.0,1.3966,4.0322
9.0,2.8088,1.7445,-0.432,0.0,1.3125,4.1213
10.0,2.9779,1.6811,-0.4306,0.0,1.2505,4.2284
11.0,3.1327,1.6229,-0.4294,0.0,1.1935,4.3262
12.0,3.2663,1.5695,-0.4279,0.0,1.1416,4.4079
13.0,3.374,1.5206,-0.4291,0.0,1.0915,4.4655
14.0,3.4534,1.4757,-0.4326,0.0,1.0431,4.4965
15.0,3.5043,1.4346,-0.436,0.0,0.9986,4.5029
16.0,3.528,1.3969,-0.4393,0.0,0.9576,4.4856
17.0,3.5271,1.3623,-0.4428,0.0,0.9195,4.4466
18.0,3.5052,1.3305,-0.4463,0.0,0.8842,4.3894
19.0,3.466,1.3014,-0.4495,0.0,0.8519,4.3179
20.0,3.4135,1.2748,-0.453,0.0,0.8218,4.2353
21.0,3.3513,1.2503,-0.453,0.0,0.7973,4.1486
22.0,3.2827,1.2279,-0.453,0.0,0.7749,4.0576
23.0,3.2106,1.2073,-0.453,0.0,0.7543,3.9649
24.0,3.1379,1.1884,-0.453,0.0,0.7354,3.8733
25.0,3.0678,1.1711,-0.453,0.0,0.7181,3.7859
26.0,3.0039,1.1553,-0.453,0.0,0.7023,3.7062
27.0,2.9495,1.1407,-0.453,0.0,0.6877,3.6372
28.0,2.9076,1.1274,-0.453,0.0,0.6744,3.582
29.0,2.8799,1.1152,-0.453,0.0,0.6622,3.5421
30.0,2.8658,1.1039,-0.453,0.0,0.6509,3.5167
