tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.7607,0.6031,BBB,1.0,2.7607
2.0,2.8678,0.6031,BBB,1.0,2.8678
3.0,3.0753,0.7077,BBB,1.0,3.0753
4.0,3.2792,0.8123,BBB,1.0,3.2792
5.0,3.4656,0.8985,BBB,1.0,3.4656
6.0,3.6572,0.9846,BBB,1.0,3.6572
7.0,3.8453,1.0585,BBB,1.0,3.8453
8.0,4.0415,1.1323,BBB,1.0,4.0415
9.0,4.2104,1.1738,BBB,1.0,4.2104
10.0,4.3469,1.1831,BBB,1.0,4.3469
11.0,4.4773,1.1923,BBB,1.0,4.4773
12.0,4.5958,1.2015,BBB,1.0,4.5958
13.0,4.693,1.2062,BBB,1.0,4.693
14.0,4.7652,1.2062,BBB,1.0,4.7652
15.0,4.8149,1.2062,BBB,1.0,4.8149
16.0,4.841,1.2062,BBB,1.0,4.841
17.0,4.8435,1.2062,BBB,1.0,4.8435
18.0,4.8229,1.2062,BBB,1.0,4.8229
19.0,4.7809,1.2062,BBB,1.0,4.7809
20.0,4.7202,1.2062,BBB,1.0,4.7202
21.0,4.644,1.2062,BBB,1.0,4.644
22.0,4.5573,1.2062,BBB,1.0,4.5573
23.0,4.4639,1.2062,BBB,1.0,4.4639
24.0,4.3678,1.2062,BBB,1.0,4.3678
25.0,4.2734,1.2062,BBB,1.0,4.2734
26.0,4.1853,1.2062,BBB,1.0,4.1853
27.0,4.1077,1.2062,BBB,1.0,4.1077
28.0,4.0442,1.2062,BBB,1.0,4.0442
29.0,3.9965,1.2062,BBB,1.0,3.9965
30.0,3.9642,1.2062,BBB,1.0,3.9642
