field,value
ticker,AZO
price,2978.219970703125
market_equity,48620498289.818115
nfo,12402407000.0
L,0.20324183093375897
lambda0,0.25508597065524635
market_value_of_debt,12288796000.0
rating,BBB
offset,1.0
mvd_basis,book-par
