field,value
ticker,TSLA
price,367.81
market_equity,1452683026987.14
nfo,-1066000000.0
L,-0.0007343534693944065
lambda0,-0.0007338145901042712
market_value_of_debt,14719000000.0
rating,BBB
offset,1.0
mvd_basis,book-par
