tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.023173895,0.002752458,BBB,0.459585625,0.026490805
2.0,0.023783889,0.002752458,BBB,0.459585625,0.027102776
3.0,0.025012807,0.003342107,BBB,0.459585625,0.029048923
4.0,0.026362722,0.003932215,BBB,0.459585625,0.031119392
5.0,0.027749192,0.00432516,BBB,0.459585625,0.032989474
6.0,0.029459148,0.004718566,BBB,0.459585625,0.03518691
7.0,0.031404476,0.005055442,BBB,0.459585625,0.037553979
8.0,0.033541566,0.005392318,BBB,0.459585625,0.040115745
9.0,0.03555963,0.005560986,BBB,0.459585625,0.042353357
10.0,0.037321579,0.005560986,BBB,0.459585625,0.044126865
11.0,0.038892234,0.005560986,BBB,0.459585625,0.045707824
12.0,0.040201023,0.005560986,BBB,0.459585625,0.0470252
13.0,0.041229423,0.005576152,BBB,0.459585625,0.048079037
14.0,0.041972994,0.005606025,BBB,0.459585625,0.048864342
15.0,0.042433515,0.005635899,BBB,0.459585625,0.04936477
16.0,0.042648147,0.005665772,BBB,0.459585625,0.049617697
17.0,0.042660526,0.005695645,BBB,0.459585625,0.04966703
18.0,0.042521166,0.005725977,BBB,0.459585625,0.049564168
19.0,0.042273985,0.00575585,BBB,0.459585625,0.049352178
20.0,0.041963302,0.005785723,BBB,0.459585625,0.049076234
21.0,0.041586179,0.005785723,BBB,0.459585625,0.048696537
22.0,0.041191493,0.005785723,BBB,0.459585625,0.048299157
23.0,0.040799037,0.005785723,BBB,0.459585625,0.047904022
24.0,0.040423377,0.005785723,BBB,0.459585625,0.047525797
25.0,0.040082174,0.005785723,BBB,0.459585625,0.047182265
26.0,0.039795151,0.005785723,BBB,0.459585625,0.046893283
27.0,0.039580975,0.005785723,BBB,0.459585625,0.046677645
28.0,0.039455193,0.005785723,BBB,0.459585625,0.046551005
29.0,0.039428168,0.005785723,BBB,0.459585625,0.046523795
30.0,0.039493654,0.005785723,BBB,0.459585625,0.046589728
