field,value
ticker,EEFT
generated_utc,2026-09-13 06:51 UTC
generated_iso,2026-09-13T06:51:46Z
bonds_source,none (pure-rating)
n_bonds,0
run_id,34743769917
git_sha,6faa05f
obs_category,unset (forecaster's judgment)
obs_category_effective_in_published_curve,none
