field,value
ticker,NRG
generated_utc,2026-09-16 08:24 UTC
generated_iso,2026-09-16T08:24:21Z
bonds_source,none (pure-rating)
n_bonds,0
run_id,35073538259
git_sha,edde364
obs_category,unset (forecaster's judgment)
obs_category_effective_in_published_curve,none
