tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,1.9504,3.4199,2.6619,6.0818,8.0322
2.0,2.0148,2.8813,2.5409,5.4222,7.437
3.0,2.0799,7.9141,6.9791,14.8932,16.9731
4.0,2.1578,7.9047,6.9708,14.8755,17.0333
5.0,2.2623,7.8764,6.9459,14.8223,17.0846
6.0,2.4028,7.8293,6.9043,14.7336,17.1364
7.0,2.5756,7.7633,6.8461,14.6094,17.185
8.0,2.7692,7.6784,6.7713,14.4497,17.2189
9.0,2.9686,7.5747,6.6798,14.2545,17.2231
10.0,3.1593,7.4521,6.5717,14.0238,17.1831
11.0,3.3299,7.3106,6.4469,13.7575,17.0874
12.0,3.4725,7.1503,6.3056,13.4559,16.9284
13.0,3.5833,6.9712,6.1476,13.1188,16.7021
14.0,3.6619,6.7732,5.973,12.7462,16.4081
15.0,3.7103,6.5563,5.7817,12.338,16.0483
16.0,3.7317,6.3205,5.5738,11.8943,15.626
17.0,3.7307,6.0659,5.3493,11.4152,15.1459
18.0,3.7116,5.7925,5.1082,10.9007,14.6123
19.0,3.6789,5.5002,4.8504,10.3506,14.0295
20.0,3.6365,5.189,4.576,9.765,13.4015
21.0,3.5872,4.859,4.285,9.144,12.7312
22.0,3.5329,4.5101,3.9773,8.4874,12.0203
23.0,3.476,4.1423,3.6529,7.7952,11.2712
24.0,3.4188,3.7557,3.312,7.0677,10.4865
25.0,3.3641,3.3502,2.9544,6.3046,9.6687
26.0,3.315,2.9259,2.5802,5.5061,8.8211
27.0,3.2745,2.4827,2.1894,4.6721,7.9466
28.0,3.2456,2.0207,1.782,3.8027,7.0483
29.0,3.2298,1.5398,1.3579,2.8977,6.1275
30.0,3.2267,1.04,0.9171,1.9571,5.1838
31.0,3.2267,1.04,0.9171,1.9571,5.1838
32.0,3.2267,1.04,0.9171,1.9571,5.1838
33.0,3.2267,1.04,0.9171,1.9571,5.1838
34.0,3.2267,1.04,0.9171,1.9571,5.1838
35.0,3.2267,1.04,0.9171,1.9571,5.1838
36.0,3.2267,1.04,0.9171,1.9571,5.1838
37.0,3.2267,1.04,0.9171,1.9571,5.1838
38.0,3.2267,1.04,0.9171,1.9571,5.1838
39.0,3.2267,1.04,0.9171,1.9571,5.1838
40.0,3.2267,1.04,0.9171,1.9571,5.1838
41.0,3.2267,1.04,0.9222,1.9622,5.1889
42.0,3.2267,1.04,0.9371,1.9771,5.2038
43.0,3.2267,1.04,0.9615,2.0015,5.2282
44.0,3.2267,1.04,0.995,2.035,5.2617
45.0,3.2267,1.04,1.0371,2.0771,5.3038
46.0,3.2267,1.04,1.0874,2.1274,5.3541
47.0,3.2267,1.04,1.1455,2.1855,5.4122
48.0,3.2267,1.04,1.211,2.251,5.4777
49.0,3.2267,1.04,1.2835,2.3235,5.5502
50.0,3.2267,1.04,1.3626,2.4026,5.6293
51.0,3.2267,1.04,1.4478,2.4878,5.7145
52.0,3.2267,1.04,1.5388,2.5788,5.8055
53.0,3.2267,1.04,1.6351,2.6751,5.9018
54.0,3.2267,1.04,1.7364,2.7764,6.0031
55.0,3.2267,1.04,1.8422,2.8822,6.1089
56.0,3.2267,1.04,1.9521,2.9921,6.2188
57.0,3.2267,1.04,2.0658,3.1058,6.3325
58.0,3.2267,1.04,2.1827,3.2227,6.4494
59.0,3.2267,1.04,2.3025,3.3425,6.5692
60.0,3.2267,1.04,2.4247,3.4647,6.6914
61.0,3.2267,1.04,2.549,3.589,6.8157
62.0,3.2267,1.04,2.675,3.715,6.9417
63.0,3.2267,1.04,2.8021,3.8421,7.0688
64.0,3.2267,1.04,2.9301,3.9701,7.1968
65.0,3.2267,1.04,3.0586,4.0986,7.3253
66.0,3.2267,1.04,3.187,4.227,7.4537
67.0,3.2267,1.04,3.315,4.355,7.5817
68.0,3.2267,1.04,3.4422,4.4822,7.7089
69.0,3.2267,1.04,3.5681,4.6081,7.8348
70.0,3.2267,1.04,3.6924,4.7324,7.9591
71.0,3.2267,1.04,3.8147,4.8547,8.0814
72.0,3.2267,1.04,3.9345,4.9745,8.2012
73.0,3.2267,1.04,4.0514,5.0914,8.3181
74.0,3.2267,1.04,4.165,5.205,8.4317
