tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.023344314,0.003592003,BBB,0.59976677,0.025800209
2.0,0.024254472,0.003592003,BBB,0.59976677,0.026712551
3.0,0.025925281,0.004324918,BBB,0.59976677,0.028890462
4.0,0.027667667,0.005057833,BBB,0.59976677,0.031142076
5.0,0.02937088,0.005607819,BBB,0.59976677,0.033230188
6.0,0.031275933,0.006157805,BBB,0.59976677,0.035522365
7.0,0.033227136,0.006568046,BBB,0.59976677,0.037765662
8.0,0.03530274,0.006978886,BBB,0.59976677,0.040135507
9.0,0.037216828,0.007201999,BBB,0.59976677,0.042213691
10.0,0.03887104,0.007238585,BBB,0.59976677,0.043901358
11.0,0.040373487,0.007275771,BBB,0.59976677,0.045437021
12.0,0.041657669,0.007312356,BBB,0.59976677,0.046753008
13.0,0.042685236,0.007345344,BBB,0.59976677,0.047808667
14.0,0.043442906,0.007374732,BBB,0.59976677,0.048590624
15.0,0.043947834,0.007403521,BBB,0.59976677,0.049118198
16.0,0.044233277,0.00743291,BBB,0.59976677,0.049425635
17.0,0.044345421,0.007462298,BBB,0.59976677,0.04955892
18.0,0.044337472,0.007491687,BBB,0.59976677,0.049571515
19.0,0.044266866,0.007521075,BBB,0.59976677,0.049521137
20.0,0.044183733,0.007550464,BBB,0.59976677,0.049458167
21.0,0.044085585,0.007550464,BBB,0.59976677,0.049359523
22.0,0.044006237,0.007550464,BBB,0.59976677,0.049279775
23.0,0.04395717,0.007550464,BBB,0.59976677,0.04923046
24.0,0.043943599,0.007550464,BBB,0.59976677,0.04921682
25.0,0.043971786,0.007550464,BBB,0.59976677,0.049245149
26.0,0.044049042,0.007550464,BBB,0.59976677,0.049322796
27.0,0.044179557,0.007550464,BBB,0.59976677,0.04945397
28.0,0.04436857,0.007550464,BBB,0.59976677,0.049643938
29.0,0.04461507,0.007550464,BBB,0.59976677,0.049891683
30.0,0.044913873,0.007550464,BBB,0.59976677,0.050191995
