tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,2.0074,2.9207,-0.3498,0.0,2.5709,4.5783
2.0,2.0548,2.7654,-0.3498,0.0,2.4156,4.4704
3.0,2.1032,2.623,-0.3951,0.0,2.2279,4.3311
4.0,2.1648,2.4925,-0.4404,0.0,2.0521,4.2169
5.0,2.2545,2.3728,-0.4699,0.0,1.9029,4.1574
6.0,2.3835,2.263,-0.4993,0.0,1.7637,4.1472
7.0,2.5491,2.1623,-0.5283,0.0,1.634,4.1831
8.0,2.7396,2.07,-0.5573,0.0,1.5127,4.2523
9.0,2.9399,1.9853,-0.5706,0.0,1.4147,4.3546
10.0,3.1338,1.9077,-0.5683,0.0,1.3394,4.4732
11.0,3.3083,1.8365,-0.5661,0.0,1.2704,4.5787
12.0,3.4545,1.7712,-0.5638,0.0,1.2074,4.6619
13.0,3.5675,1.7114,-0.5648,0.0,1.1466,4.7141
14.0,3.6458,1.6565,-0.569,0.0,1.0875,4.7333
15.0,3.6909,1.6062,-0.5732,0.0,1.033,4.7239
16.0,3.7057,1.56,-0.5775,0.0,0.9825,4.6882
17.0,3.6946,1.5177,-0.5817,0.0,0.936,4.6306
18.0,3.6625,1.4789,-0.5859,0.0,0.893,4.5555
19.0,3.6143,1.4433,-0.5902,0.0,0.8531,4.4674
20.0,3.5547,1.4106,-0.5944,0.0,0.8162,4.3709
21.0,3.4877,1.3807,-0.5944,0.0,0.7863,4.274
22.0,3.4167,1.3532,-0.5944,0.0,0.7588,4.1755
23.0,3.3447,1.3281,-0.5944,0.0,0.7337,4.0784
24.0,3.2742,1.305,-0.5944,0.0,0.7106,3.9848
25.0,3.2079,1.2838,-0.5944,0.0,0.6894,3.8973
26.0,3.1485,1.2644,-0.5944,0.0,0.67,3.8185
27.0,3.0989,1.2466,-0.5944,0.0,0.6522,3.7511
28.0,3.0611,1.2303,-0.5944,0.0,0.6359,3.697
29.0,3.0364,1.2153,-0.5944,0.0,0.6209,3.6573
30.0,3.0242,1.2016,-0.5944,0.0,0.6072,3.6314
