tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.6232,0.6064,BBB,1.0,2.6232
2.0,2.6705,0.6064,BBB,1.0,2.6705
3.0,2.8424,0.7301,BBB,1.0,2.8424
4.0,3.027,0.8539,BBB,1.0,3.027
5.0,3.1956,0.9343,BBB,1.0,3.1956
6.0,3.4026,1.0147,BBB,1.0,3.4026
7.0,3.6441,1.0939,BBB,1.0,3.6441
8.0,3.9107,1.1731,BBB,1.0,3.9107
9.0,4.1453,1.2097,BBB,1.0,4.1453
10.0,4.3329,1.2035,BBB,1.0,4.3329
11.0,4.5035,1.1973,BBB,1.0,4.5035
12.0,4.6473,1.1911,BBB,1.0,4.6473
13.0,4.7676,1.1938,BBB,1.0,4.7676
14.0,4.8622,1.2053,BBB,1.0,4.8622
15.0,4.9232,1.2169,BBB,1.0,4.9232
16.0,4.9532,1.2284,BBB,1.0,4.9532
17.0,4.9566,1.24,BBB,1.0,4.9566
18.0,4.938,1.2515,BBB,1.0,4.938
19.0,4.9025,1.2631,BBB,1.0,4.9025
20.0,4.855,1.2746,BBB,1.0,4.855
21.0,4.7881,1.2746,BBB,1.0,4.7881
22.0,4.7172,1.2746,BBB,1.0,4.7172
23.0,4.6451,1.2746,BBB,1.0,4.6451
24.0,4.5747,1.2746,BBB,1.0,4.5747
25.0,4.5086,1.2746,BBB,1.0,4.5086
26.0,4.4496,1.2746,BBB,1.0,4.4496
27.0,4.4005,1.2746,BBB,1.0,4.4005
28.0,4.3634,1.2746,BBB,1.0,4.3634
29.0,4.3396,1.2746,BBB,1.0,4.3396
30.0,4.3283,1.2746,BBB,1.0,4.3283
