tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,2.0168,2.5568,-0.6217,0.0,1.9351,3.9519
2.0,2.0641,2.4317,-0.6217,0.0,1.81,3.8741
3.0,2.1123,2.3171,-0.7238,0.0,1.5933,3.7056
4.0,2.1731,2.2119,-0.8258,0.0,1.3861,3.5592
5.0,2.2613,2.1155,-0.8921,0.0,1.2234,3.4847
6.0,2.3879,2.027,-0.9584,0.0,1.0686,3.4565
7.0,2.5502,1.9459,-1.0237,0.0,0.9222,3.4724
8.0,2.7376,1.8716,-1.089,0.0,0.7826,3.5202
9.0,2.9356,1.8034,-1.1191,0.0,0.6843,3.6199
10.0,3.1294,1.7409,-1.114,0.0,0.6269,3.7563
11.0,3.3062,1.6835,-1.1089,0.0,0.5746,3.8808
12.0,3.4562,1.631,-1.1038,0.0,0.5272,3.9834
13.0,3.5738,1.5827,-1.106,0.0,0.4767,4.0505
14.0,3.6569,1.5385,-1.1155,0.0,0.423,4.0799
15.0,3.7063,1.498,-1.125,0.0,0.373,4.0793
16.0,3.7248,1.4608,-1.1346,0.0,0.3262,4.051
17.0,3.7166,1.4267,-1.1441,0.0,0.2826,3.9992
18.0,3.6865,1.3954,-1.1536,0.0,0.2418,3.9283
19.0,3.6394,1.3668,-1.1632,0.0,0.2036,3.843
20.0,3.5804,1.3405,-1.1727,0.0,0.1678,3.7482
21.0,3.5135,1.3164,-1.1727,0.0,0.1437,3.6572
22.0,3.4426,1.2943,-1.1727,0.0,0.1216,3.5642
23.0,3.3705,1.274,-1.1727,0.0,0.1013,3.4718
24.0,3.3001,1.2554,-1.1727,0.0,0.0827,3.3828
25.0,3.234,1.2384,-1.1727,0.0,0.0657,3.2997
26.0,3.175,1.2227,-1.1727,0.0,0.05,3.225
27.0,3.1259,1.2084,-1.1727,0.0,0.0357,3.1616
28.0,3.0888,1.1952,-1.1727,0.0,0.0225,3.1113
29.0,3.065,1.1832,-1.1727,0.0,0.0105,3.0755
30.0,3.0537,1.1721,-1.1727,0.0,-0.0006,3.0531
