,real_yield,market_erp,idio_erp,coe_real,exp_infl,coe_nominal,ticker
1963-01,1.74,5.004,0.782,7.526,1.755,9.281,KO
1963-02,1.848,4.928,0.823,7.599,1.741,9.34,KO
1963-03,1.85,4.899,0.623,7.372,1.779,9.151,KO
1963-04,1.812,4.992,0.895,7.699,1.767,9.465,KO
1963-05,1.812,5.019,0.797,7.628,1.78,9.408,KO
1963-06,1.799,5.008,1.005,7.812,1.82,9.632,KO
1963-07,1.76,4.983,0.779,7.522,1.834,9.356,KO
1963-08,1.833,5.0,0.833,7.666,1.85,9.516,KO
1963-09,1.878,4.99,0.694,7.562,1.841,9.403,KO
1963-10,1.899,4.957,0.755,7.611,1.882,9.494,KO
1963-11,1.79,4.952,0.822,7.564,1.9,9.464,KO
1963-12,1.784,4.952,1.152,7.888,1.943,9.831,KO
1964-01,1.777,4.945,1.063,7.785,1.961,9.746,KO
1964-02,1.781,4.914,0.89,7.585,1.98,9.564,KO
1964-03,1.882,4.881,0.809,7.572,1.974,9.545,KO
1964-04,1.846,4.887,0.702,7.435,1.993,9.428,KO
1964-05,1.762,4.912,0.67,7.344,2.014,9.357,KO
1964-06,1.696,4.911,0.448,7.055,2.034,9.089,KO
1964-07,1.835,4.928,0.621,7.384,2.056,9.44,KO
1964-08,1.827,4.889,0.594,7.31,2.054,9.364,KO
1964-09,1.67,4.923,0.824,7.417,2.102,9.519,KO
1964-10,1.687,4.926,0.951,7.564,2.102,9.666,KO
1964-11,1.653,4.874,1.116,7.643,2.152,9.795,KO
1964-12,1.661,4.856,1.138,7.655,2.153,9.808,KO
1965-01,1.884,4.796,1.343,8.023,2.181,10.204,KO
1965-02,1.843,4.81,1.377,8.03,2.21,10.239,KO
1965-03,1.589,4.851,1.459,7.899,2.264,10.163,KO
1965-04,1.489,4.804,1.463,7.756,2.319,10.075,KO
1965-05,1.464,4.542,1.37,7.376,2.351,9.727,KO
1965-06,1.397,4.444,1.221,7.062,2.407,9.469,KO
1965-07,1.42,4.404,1.058,6.882,2.415,9.298,KO
1965-08,1.388,4.4,1.033,6.821,2.474,9.294,KO
1965-09,1.782,4.316,0.999,7.097,2.483,9.581,KO
1965-10,1.5,4.399,1.185,7.084,2.543,9.627,KO
1965-11,1.548,4.38,1.54,7.468,2.554,10.022,KO
1965-12,1.816,4.305,1.619,7.74,2.615,10.355,KO
1966-01,1.842,4.319,1.291,7.452,2.652,10.104,KO
1966-02,1.923,4.293,1.368,7.584,2.738,10.322,KO
1966-03,1.645,4.313,1.541,7.499,2.776,10.274,KO
1966-04,1.614,4.321,2.079,8.014,2.838,10.852,KO
1966-05,1.659,4.24,2.292,8.191,2.876,11.067,KO
1966-06,1.797,4.178,2.157,8.132,2.889,11.022,KO
1966-07,1.891,4.14,1.915,7.946,2.952,10.898,KO
1966-08,2.208,3.971,1.749,7.928,3.038,10.966,KO
1966-09,1.827,4.063,1.57,7.46,3.077,10.537,KO
1966-10,1.631,4.118,1.757,7.506,3.138,10.644,KO
1966-11,1.674,4.1,1.696,7.47,3.175,10.645,KO
1966-12,1.157,4.253,1.951,7.361,3.188,10.548,KO
1967-01,0.987,4.295,1.665,6.947,3.224,10.171,KO
1967-02,1.11,4.25,1.712,7.072,3.212,10.284,KO
1967-03,0.789,4.342,1.447,6.578,3.248,9.826,KO
1967-04,1.115,4.237,1.7,7.052,3.261,10.312,KO
1967-05,1.042,4.26,1.565,6.867,3.322,10.189,KO
1967-06,1.457,4.134,1.952,7.543,3.36,10.903,KO
1967-07,1.24,4.203,1.544,6.987,3.398,10.385,KO
1967-08,1.472,4.134,1.672,7.278,3.414,10.691,KO
1967-09,1.426,4.15,1.349,6.925,3.477,10.402,KO
1967-10,1.768,4.048,1.309,7.125,3.494,10.62,KO
1967-11,1.784,4.048,1.622,7.454,3.56,11.014,KO
1967-12,1.734,4.065,1.925,7.724,3.626,11.35,KO
1968-01,1.404,4.165,1.986,7.555,3.715,11.27,KO
1968-02,1.363,4.174,1.516,7.053,3.782,10.835,KO
1968-03,1.478,4.136,1.488,7.102,3.825,10.926,KO
1968-04,1.592,4.167,1.481,7.24,3.868,11.108,KO
1968-05,1.477,4.21,1.256,6.943,3.91,10.853,KO
1968-06,3.008,3.677,0.839,7.524,3.975,11.5,KO
1968-07,3.206,3.722,0.917,7.845,4.04,11.886,KO
1968-08,0.987,4.352,1.213,6.552,4.082,10.634,KO
1968-09,0.958,4.326,1.512,6.796,4.124,10.92,KO
1968-10,1.04,4.273,1.338,6.651,4.187,10.838,KO
1968-11,1.065,4.248,1.04,6.353,4.228,10.581,KO
1968-12,1.493,4.115,0.681,6.289,4.268,10.557,KO
1969-01,1.407,4.195,0.652,6.254,4.284,10.538,KO
1969-02,1.327,4.218,0.607,6.152,4.346,10.498,KO
1969-03,1.511,4.123,0.494,6.128,4.429,10.557,KO
1969-04,1.232,4.198,0.358,5.788,4.489,10.276,KO
