tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.023296253,0.002872038,BBB,0.479552096,0.026490805
2.0,0.023906319,0.002872038,BBB,0.479552096,0.027102776
3.0,0.025161645,0.003487303,BBB,0.479552096,0.029048923
4.0,0.026538074,0.004103048,BBB,0.479552096,0.031119392
5.0,0.027942328,0.004513065,BBB,0.479552096,0.032989474
6.0,0.029670205,0.004923561,BBB,0.479552096,0.03518691
7.0,0.031631029,0.005275073,BBB,0.479552096,0.037553979
8.0,0.033783719,0.005626585,BBB,0.479552096,0.040115745
9.0,0.035809846,0.00580258,BBB,0.479552096,0.042353357
10.0,0.03757222,0.00580258,BBB,0.479552096,0.044126865
11.0,0.039143255,0.00580258,BBB,0.479552096,0.045707824
12.0,0.04045236,0.00580258,BBB,0.479552096,0.0470252
13.0,0.041481695,0.005818406,BBB,0.479552096,0.048079037
14.0,0.042226798,0.005849576,BBB,0.479552096,0.048864342
15.0,0.042688785,0.005880747,BBB,0.479552096,0.04936477
16.0,0.042904822,0.005911918,BBB,0.479552096,0.049617697
17.0,0.042918559,0.005943089,BBB,0.479552096,0.04966703
18.0,0.042780538,0.00597474,BBB,0.479552096,0.049564168
19.0,0.042534649,0.00600591,BBB,0.479552096,0.049352178
20.0,0.04222524,0.006037081,BBB,0.479552096,0.049076234
21.0,0.041848023,0.006037081,BBB,0.479552096,0.048696537
22.0,0.041453237,0.006037081,BBB,0.479552096,0.048299157
23.0,0.041060683,0.006037081,BBB,0.479552096,0.047904022
24.0,0.040684928,0.006037081,BBB,0.479552096,0.047525797
25.0,0.04034364,0.006037081,BBB,0.479552096,0.047182265
26.0,0.040056544,0.006037081,BBB,0.479552096,0.046893283
27.0,0.039842315,0.006037081,BBB,0.479552096,0.046677645
28.0,0.039716502,0.006037081,BBB,0.479552096,0.046551005
29.0,0.039689469,0.006037081,BBB,0.479552096,0.046523795
30.0,0.039754972,0.006037081,BBB,0.479552096,0.046589728
