field,value
long_name,Oracle Corporation
sector,Technology
industry,Software - Infrastructure
country,United States
exchange,NYQ
currency,USD
market_cap,432877178363.80005
week52_high,329.5
week52_low,114.5
employees,141000
fetched_utc,2026-09-13T17:14:17Z
