field,value
long_name,Amcor plc
sector,Consumer Cyclical
industry,Packaging & Containers
country,Switzerland
exchange,NYQ
currency,USD
market_cap,20874908608.983536
week52_high,50.939998626708984
week52_low,36.25
employees,75000
fetched_utc,2026-09-05T18:31:16Z
