tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.413,0.3165,BBB,0.5232,2.7014
2.0,2.4463,0.3165,BBB,0.5232,2.7347
3.0,2.5416,0.3779,BBB,0.5232,2.8859
4.0,2.6487,0.4393,BBB,0.5232,3.0489
5.0,2.765,0.4845,BBB,0.5232,3.2064
6.0,2.9171,0.5297,BBB,0.5232,3.3997
7.0,3.102,0.5711,BBB,0.5232,3.6223
8.0,3.3148,0.6124,BBB,0.5232,3.8728
9.0,3.52,0.6331,BBB,0.5232,4.0968
10.0,3.7012,0.6331,BBB,0.5232,4.278
11.0,3.8654,0.6331,BBB,0.5232,4.4422
12.0,4.0024,0.6331,BBB,0.5232,4.5792
13.0,4.1088,0.6356,BBB,0.5232,4.688
14.0,4.1836,0.6408,BBB,0.5232,4.7675
15.0,4.2259,0.646,BBB,0.5232,4.8145
16.0,4.2398,0.6511,BBB,0.5232,4.8331
17.0,4.231,0.6563,BBB,0.5232,4.829
18.0,4.2051,0.6615,BBB,0.5232,4.8078
19.0,4.1674,0.6667,BBB,0.5232,4.7748
20.0,4.1224,0.6719,BBB,0.5232,4.7345
21.0,4.0673,0.6719,BBB,0.5232,4.6794
22.0,4.0082,0.6719,BBB,0.5232,4.6203
23.0,3.9467,0.6719,BBB,0.5232,4.5588
24.0,3.8848,0.6719,BBB,0.5232,4.4969
25.0,3.8251,0.6719,BBB,0.5232,4.4372
26.0,3.7704,0.6719,BBB,0.5232,4.3825
27.0,3.7236,0.6719,BBB,0.5232,4.3357
28.0,3.6874,0.6719,BBB,0.5232,4.2995
29.0,3.6635,0.6719,BBB,0.5232,4.2756
30.0,3.6518,0.6719,BBB,0.5232,4.2639
