field,value
long_name,"Amazon.com, Inc."
sector,Consumer Cyclical
industry,Internet Retail
country,United States
exchange,NMS
currency,USD
market_cap,2722465545572.8003
week52_high,287.20001220703125
week52_low,196.0
employees,1595000
fetched_utc,2026-09-10T00:48:12Z
