field,value
long_name,"Shift4 Payments, Inc."
sector,Technology
industry,Software - Infrastructure
country,United States
exchange,NYQ
currency,USD
market_cap,3557153345.758209
week52_high,88.5
week52_low,34.560001373291016
employees,6300
fetched_utc,2026-09-13T06:54:26Z
