tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,2.8741,0.586,BBB,1.0,2.8741
2.0,2.9737,0.586,BBB,1.0,2.9737
3.0,3.1651,0.6836,BBB,1.0,3.1651
4.0,3.3498,0.7813,BBB,1.0,3.3498
5.0,3.5245,0.8729,BBB,1.0,3.5245
6.0,3.6999,0.9644,BBB,1.0,3.6999
7.0,3.8647,1.0377,BBB,1.0,3.8647
8.0,4.0407,1.1109,BBB,1.0,4.0407
9.0,4.1944,1.1521,BBB,1.0,4.1944
10.0,4.3218,1.1613,BBB,1.0,4.3218
11.0,4.4485,1.1704,BBB,1.0,4.4485
12.0,4.5666,1.1796,BBB,1.0,4.5666
13.0,4.6647,1.1842,BBB,1.0,4.6647
14.0,4.7382,1.1842,BBB,1.0,4.7382
15.0,4.7888,1.1842,BBB,1.0,4.7888
16.0,4.8153,1.1842,BBB,1.0,4.8153
17.0,4.8181,1.1842,BBB,1.0,4.8181
18.0,4.7985,1.1842,BBB,1.0,4.7985
19.0,4.7586,1.1842,BBB,1.0,4.7586
20.0,4.7016,1.1842,BBB,1.0,4.7016
21.0,4.6302,1.1842,BBB,1.0,4.6302
22.0,4.5486,1.1842,BBB,1.0,4.5486
23.0,4.4599,1.1842,BBB,1.0,4.4599
24.0,4.368,1.1842,BBB,1.0,4.368
25.0,4.277,1.1842,BBB,1.0,4.277
26.0,4.1914,1.1842,BBB,1.0,4.1914
27.0,4.1157,1.1842,BBB,1.0,4.1157
28.0,4.0533,1.1842,BBB,1.0,4.0533
29.0,4.0064,1.1842,BBB,1.0,4.0064
30.0,3.9744,1.1842,BBB,1.0,3.9744
