tenor,real_rf,market_erp,credit_relative,idiosyncratic,company_erp,real_coe
1.0,0.020372748,0.026425272,-0.005050969,0.0,0.021374302,0.04174705
2.0,0.020855499,0.025128429,-0.005047041,0.0,0.020081388,0.040936886
3.0,0.02134767,0.023941955,-0.006147628,0.0,0.017794327,0.039141997
4.0,0.021968838,0.022856781,-0.007246609,0.0,0.015610173,0.037579011
5.0,0.022870612,0.021869335,-0.007961836,0.0,0.013907499,0.036778111
6.0,0.024166386,0.020971683,-0.008679905,0.0,0.012291777,0.036458164
7.0,0.025829958,0.020157108,-0.009391429,0.0,0.010765679,0.036595637
8.0,0.027754166,0.019416581,-0.010107413,0.0,0.009309168,0.037063333
9.0,0.029791135,0.018739722,-0.010445135,0.0,0.008294587,0.038085722
10.0,0.031788805,0.018119676,-0.010403758,0.0,0.007715918,0.039504724
11.0,0.033614621,0.0175482,-0.010361018,0.0,0.007187181,0.040801803
12.0,0.035166207,0.017021998,-0.0103159,0.0,0.006706098,0.041872305
13.0,0.036384278,0.016533345,-0.010347641,0.0,0.006185705,0.042569983
14.0,0.037245872,0.016081417,-0.010454561,0.0,0.005626856,0.042872727
15.0,0.037758398,0.015662641,-0.010558385,0.0,0.005104256,0.042862653
16.0,0.037950401,0.015273667,-0.01066029,0.0,0.004613377,0.042563778
17.0,0.037865292,0.014913356,-0.010758592,0.0,0.004154764,0.042020056
18.0,0.037552942,0.014579498,-0.010854725,0.0,0.003724773,0.041277715
19.0,0.037064369,0.014271908,-0.010950741,0.0,0.003321167,0.040385537
20.0,0.036452682,0.013987188,-0.011043955,0.0,0.002943233,0.039395915
21.0,0.035759527,0.013724877,-0.01103391,0.0,0.002690968,0.038450495
22.0,0.035025434,0.013483404,-0.011023653,0.0,0.002459751,0.037485184
23.0,0.034279449,0.013261013,-0.011013472,0.0,0.002247542,0.036526991
24.0,0.033551573,0.013056994,-0.011003674,0.0,0.00205332,0.035604892
25.0,0.032868621,0.012870575,-0.010994534,0.0,0.001876041,0.034744662
26.0,0.032259408,0.012698912,-0.010986324,0.0,0.001712588,0.033971996
27.0,0.031752693,0.012543334,-0.010979361,0.0,0.001563973,0.033316666
28.0,0.031369984,0.012400894,-0.01097384,0.0,0.001427054,0.032797038
29.0,0.031124547,0.012272728,-0.010969912,0.0,0.001302816,0.032427363
30.0,0.031008037,0.012155544,-0.010967455,0.0,0.001188089,0.032196125
