tenor,real_cod,spread,rating,offset,real_cod_BBB
1.0,0.030828654,0.010878997,BBB,1.816496396,0.025800209
2.0,0.031745468,0.010878997,BBB,1.816496396,0.026712551
3.0,0.034966186,0.013098756,BBB,1.816496396,0.028890462
4.0,0.038266519,0.015318514,BBB,1.816496396,0.031142076
5.0,0.041148303,0.016984241,BBB,1.816496396,0.033230188
6.0,0.044239604,0.018649969,BBB,1.816496396,0.035522365
7.0,0.047086402,0.019892452,BBB,1.816496396,0.037765662
8.0,0.050064669,0.021136752,BBB,1.816496396,0.040135507
9.0,0.05248232,0.021812489,BBB,1.816496396,0.042213691
10.0,0.054239122,0.021923295,BBB,1.816496396,0.043901358
11.0,0.055843441,0.022035918,BBB,1.816496396,0.045437021
12.0,0.057225183,0.022146724,BBB,1.816496396,0.046753008
13.0,0.058338929,0.022246631,BBB,1.816496396,0.047808667
14.0,0.05917112,0.02233564,BBB,1.816496396,0.048590624
15.0,0.059745549,0.022422832,BBB,1.816496396,0.049118198
16.0,0.060098512,0.02251184,BBB,1.816496396,0.049425635
17.0,0.060275572,0.022600848,BBB,1.816496396,0.04955892
18.0,0.060330717,0.022689856,BBB,1.816496396,0.049571515
19.0,0.060322243,0.022778865,BBB,1.816496396,0.049521137
20.0,0.060301046,0.022867873,BBB,1.816496396,0.049458167
21.0,0.060201382,0.022867873,BBB,1.816496396,0.049359523
22.0,0.06012081,0.022867873,BBB,1.816496396,0.049279775
23.0,0.060070985,0.022867873,BBB,1.816496396,0.04923046
24.0,0.060057204,0.022867873,BBB,1.816496396,0.04921682
25.0,0.060085826,0.022867873,BBB,1.816496396,0.049245149
26.0,0.060164276,0.022867873,BBB,1.816496396,0.049322796
27.0,0.060296804,0.022867873,BBB,1.816496396,0.04945397
28.0,0.060488736,0.022867873,BBB,1.816496396,0.049643938
29.0,0.06073904,0.022867873,BBB,1.816496396,0.049891683
30.0,0.061042455,0.022867873,BBB,1.816496396,0.050191995
